"   ","PRODUCT_NAME","TRAD_NAME","ID","SMALL_GENERIC_ID","CHILD_USE_LEVEL","CHILD_AGE_UNIT","CHILD_AGE","PREGNANT_FLAG","PREGNANT_USE_LEVEL","AGED_LIVER_KIDNEY","AGED_USE_LEVEL","COMMENTS"
"20262","抗骨髓炎片","抗骨髓炎片","DR90485","DS12664","","","","1","1","","",""
"20263","盘龙七片","","DR90499","DS12679","","","","1","1","","",""
"20264","牛黄清感胶囊","牛黄清感胶囊","DR89898","DS17101","","","","1","2","","",""
"20265","荜铃胃痛颗粒","","DR90018","DS14322","","","","1","2","","",""
"20266","补气升提片","","DR90113","DS18991","","","","","","","",""
"20267","补血催生丸","","DR90156","DS17253","","","","","","","",""
"20268","调经健胃丸","调经健胃丸","DR90231","DS14633","","","","","","","",""
"20269","脑脉利颗粒","","DR90544","DS13001","","","","1","2","","",""
"20270","脑脉利颗粒","","DR90544","DS13001","","","","2","1","","",""
"20271","舒冠颗粒","舒冠颗粒","DR90562","DS13019","","","","","","","",""
"20272","心脑清软胶囊","","DR90576","DS13037","","","","","","","",""
"20273","蛭芎胶囊","蛭芎胶囊","DR90590","DS13052","","","","","","","",""
"20274","消渴平片","消渴平片","DR89853","DS12428","","","","","","","",""
"20275","香菊颗粒","香菊颗粒","DR90014","DS16126","","","","","","","",""
"20276","补肾斑龙胶囊","","DR90115","DS17165","","","","","","","",""
"20277","参茯益气安神合剂","河丰","DR90238","DS12143","","","","1","2","","",""
"20278","三七丹参颗粒","","DR90606","DS12730","","","","","","","",""
"20279","心宁胶囊","","DR90630","DS12756","","","","1","2","","",""
"20280","脑血疏口服液","脑血疏口服液","DR90655","DS12783","","","","1","2","","",""
"20281","脑血疏口服液","脑血疏口服液","DR90655","DS12783","","","","2","1","","",""
"20282","九味通导颗粒","九味通导颗粒","DR90683","DS12812","","","","","","","",""
"20283","小儿止泻贴","小儿止泻贴","DR92031","DS16866","1","Y","1","","","","","为儿童专用药"
"20284","气管炎橡胶膏","","DR92094","DS16936","","","","","","","",""
"20285","消痰益康(糖浆)","","DR92109","DS16952","","","","","","","",""
"20286","杏仁止咳口服液","","DR92123","DS16966","","","","","","","",""
"20287","止咳化痰丸","","DR92136","DS16979","","","","","","","",""
"20288","益心宁神片","","DR92168","DS17022","","","","","","","",""
"20289","乳块消丸","","DR94892","DS13729","","","","","","","",""
"20290","壬苯醇醚凝胶","","DR85754","DS21220","","","","","","","",""
"20291","乌麦益智合剂","乌麦益智合剂","DR96525","DS19220","","","","1","2","","",""
"20292","乌麦益智合剂","乌麦益智合剂","DR96525","DS19220","","","","2","2","","",""
"20293","血复生胶囊","","DR96807","DS19316","","","","","","","",""
"20294","济众酊","济众酊","DR95961","DS14933","2","Y","1","1","2","","",""
"20295","山菊降压片","","DR95053","DS13913","","","","","","","",""
"20296","追风丸","","DR96883","DS19871","","","","1","2","","",""
"20297","人参女金丸","","DR95204","DS14070","","","","1","2","","",""
"20298","舒筋风湿酒","","DR95316","DS14184","2","Y","14","1","2","","",""
"20299","芪归生血胶囊","","DR97096","DS19364","","","","","","","",""
"20300","清音丸","","DR95488","DS14393","","","","","","","",""
"20301","三鞭补酒","","DR97484","DS18833","2","Y","14","1","2","","",""
"20302","虎地肠溶胶囊","九方","DR99593","DS17986","","","","1","1","","",""
"20303","庆余辟瘟丹","","DR92512","DS17428","","","","1","2","","",""
"20304","驴胶补血颗粒","","DR95693","DS14619","","","","","","","",""
"20305","胆乐胶囊","","DR98239","DS14356","","","","","","","",""
"20306","口洁喷雾剂","何济公","DR100153","DS15435","","","","1","1","","",""
"20307","玉龙油","","DR95809","DS14741","","","","","","","",""
"20308","独角莲膏","","DR98401","DS15560","","","","","","","",""
"20309","金蒲胶囊","双人药业","DR99938","DS15220","","","","1","2","","",""
"20310","芪味糖平胶囊","","DR91060","DS12073","","","","","","","",""
"20311","利胆止痛片","利胆止痛片","DR96039","DS15012","","","","1","2","","",""
"20312","吡拉西坦分散片","","DR87848","DS534","","","","","","","",""
"20313","吡罗昔康贴片","亮克","DR87865","DS532","1","Y","14","2","1","","",""
"20314","吡罗昔康贴片","亮克","DR87865","DS532","1","Y","14","1","1","","",""
"20315","别嘌醇缓释片","","DR87885","DS211","","","","1","2","","1",""
"20316","别嘌醇缓释片","","DR87885","DS211","","","","2","2","","1",""
"20317","丙酸氯倍他索搽剂","","DR87912","DS1488","","","","","","","",""
"20318","布地奈德粉雾剂","","DR87931","DS725","1","Y","2","1","1","","",""
"20319","布地奈德粉雾剂","","DR87931","DS725","1","Y","2","2","1","","",""
"20320","布洛伪麻干混悬剂","","DR87956","DS61","","","","1","1","","1",""
"20321","布洛伪麻干混悬剂","","DR87956","DS61","","","","2","1","","1",""
"20322","茶碱氯化钠注射液","","DR87985","DS21885","","","","","","","",""
"20323","肠内营养混悬液(TP)","","DR87997","DS3386","1","Y","1","","","","",""
"20324","肠内营养乳剂(TP-HE)","","DR88007","DS20252","","","","","","","0",""
"20325","醋酸地塞米松乳膏","","DR88044","DS1627","","","","","","","",""
"20326","醋酸甲地孕酮软胶囊","米托索","DR88062","DS2228","","","","1","1","","",""
"20327","醋酸甲地孕酮软胶囊","米托索","DR88062","DS2228","","","","2","1","","",""
"20328","醋酸氯己定栓","","DR88075","DS1226","","","","","","","",""
"20329","醋酸泼泥松片","","DR88087","DS2666","","","","","","","",""
"20330","大豆磷脂散","","DR88113","DS20308","","","","","","","",""
"20331","风湿圣药胶囊","天泰","DR98584","DS14109","","","","1","2","","",""
"20332","肝得乐胶囊","梧州制药","DR99162","DS14975","","","","","","","",""
"20333","活胃散","同仁堂","DR99726","DS12300","","","","1","2","","",""
"20334","坤月安颗粒","梧州制药","DR100188","DS14055","","","","1","2","","",""
"20335","五味沙棘含片","","DR93092","DS15179","","","","","","","",""
"20336","乳安丸","","DR96105","DS15080","","","","","","","",""
"20337","双橘颗粒","双橘颗粒","DR96128","DS15105","","","","1","2","","",""
"20338","银花芒果颗粒","","DR96178","DS18434","","","","","","","",""
"20339","理气舒心片","理气舒心片","DR90697","DS12826","","","","1","2","","",""
"20340","静心颗粒","健康药业","DR100012","DS14607","","","","","","","",""
"20341","桑杞脑康颗粒","","DR96382","DS18893","","","","","","","",""
"20342","养元益肾酒","","DR96413","DS18925","","","","","","","",""
"20343","活络消痛胶囊","天济草堂","DR99723","DS19842","","","","","","","",""
"20344","抗衰灵膏","九华药业","DR100095","DS18869","","","","","","","",""
"20345","乳宁丸","","DR92608","DS17529","","","","1","2","","",""
"20346","协日嘎四味汤胶囊","协日嘎四味汤胶囊","DR97240","DS19524","","","","","","","",""
"20347","健儿糖浆","健儿糖浆","DR90184","DS13270","","","","","","","",""
"20348","托吡酯胶囊","妥泰","DR89934","DS1989","","","","1","1","","",""
"20349","托吡酯胶囊","妥泰","DR89934","DS1989","","","","2","1","","",""
"20350","三蛇胆川贝膏","","DR92938","DS17915","","","","","","","",""
"20351","枫蓼肠胃康口服液","枫蓼肠胃康口服液","DR92984","DS17966","","","","","","","",""
"20352","通舒口爽片","","DR93052","DS18037","","","","","","","",""
"20353","铁笛口服液","","DR93088","DS15174","","","","","","","",""
"20354","肠炎宁片","天施康弋阳","DR97939","DS17955","","","","1","2","","",""
"20355","刺五加注射液","刺五加注射液","DR89855","DS17593","","","","","","肝肾功能异常者","1",""
"20356","坤复康片","坤复康片","DR90454","DS12628","","","","1","2","","",""
"20357","落花参片","","DR90672","DS12800","","","","","","","",""
"20358","景参益气颗粒","健今","DR99997","DS11877","","","","","","","",""
"20359","软坚药水","","DR93191","DS15292","","","","","","","",""
"20360","志苓胶囊","志苓胶囊","DR93230","DS15332","1","Y","14","1","1","","1",""
"20361","志苓胶囊","志苓胶囊","DR93230","DS15332","1","Y","14","2","1","","1",""
"20362","风湿灵仙液","长中","DR98580","DS14107","","","","1","2","","",""
"20363","桂附地黄口服液","诚志永丰","DR99431","DS17781","","","","1","2","","",""
"20364","桂附地黄口服液","诚志永丰","DR99431","DS17781","","","","2","1","","",""
"20365","固肾补气散","同仁堂","DR99366","DS17774","2","Y","14","1","2","","",""
"20366","前列宁胶囊","","DR90749","DS12879","","","","","","","",""
"20367","参蛾助阳合剂","飞龙","DR90234","DS17174","","","","","","","",""
"20368","胃灵合剂","","DR93837","DS16000","","","","","","","",""
"20369","黄芩茎叶解毒胶囊","东北亚药业","DR99684","DS15394","","","","1","1","","",""
"20370","黄芩茎叶解毒胶囊","东北亚药业","DR99684","DS15394","","","","2","1","","",""
"20371","健步强身丸","同仁堂","DR99787","DS13530","","","","1","2","","",""
"20372","复方磺胺甲噁唑注射液","SMZco","DR1125","DS1146","2","M","2","2","1","","1",""
"20373","复方磺胺甲噁唑注射液","SMZco","DR1125","DS1146","2","M","2","1","1","","1",""
"20374","盐酸奥昔非君片","","DR83899","DS20144","","","","","","","",""
"20375","利巴韦林口服液","威乐星","DR3168","DS1894","","","","1","2","","",""
"20376","利巴韦林口服液","威乐星","DR3168","DS1894","","","","2","2","","",""
"20377","复方益肝灵胶囊","","DR3630","DS1740","","","","","","","",""
"20378","乙酰吉他霉素干混悬剂","吉美","DR1456","DS1167","","","","","","","",""
"20379","健脾补血片","健脾补血片","DR3947","DS3201","","","","1","2","","",""
"20380","满山红油胶丸","满山红油胶丸","DR3909","DS3163","","","","","","","",""
"20381","心安软胶囊","心安软胶囊","DR72102","DS12754","","","","","","","",""
"20382","熊胆痔疮膏","熊胆痔疮膏","DR71896","DS13368","","","","","","","",""
"20383","维生素C葡萄糖注射液","维生素C葡萄糖注射液","DR84188","DS20795","","","","","","","",""
"20384","替莫唑胺胶囊","蒂清","DR1515","DS1132","1","Y","14","2","1","","0",""
"20385","替莫唑胺胶囊","蒂清","DR1515","DS1132","1","Y","14","1","2","","0",""
"20386","健延龄胶囊","健延龄胶囊","DR2732","DS1001","0","Y","","2","0","","0",""
"20387","健延龄胶囊","健延龄胶囊","DR2732","DS1001","0","Y","","1","1","","0",""
"20388","冠脉宁片","冠脉宁片","DR2980","DS1142","0","Y","","1","2","","0",""
"20389","盐酸克林霉素胶囊","盐酸克林霉素胶囊","DR3876","DS2618","1","M","1","2","1","","",""
"20390","盐酸克林霉素胶囊","盐酸克林霉素胶囊","DR3876","DS2618","1","M","1","1","1","","",""
"20391","青蒿素哌喹片","","DR85620","DS21314","","","","1","2","","",""
"20392","溶菌酶含片","","DR85758","DS21215","","","","","","","",""
"20393","双氯芬酸钠缓释胶囊(Ⅰ)","","DR84512","DS21044","","","","","","","",""
"20394","复方玄驹胶囊","复方玄驹胶囊","DR961","DS2712","0","Y","","1","0","","0",""
"20395","复方玄驹胶囊","复方玄驹胶囊","DR961","DS2712","0","Y","","2","0","","0",""
"20396","化滞柔肝颗粒","化滞柔肝颗粒","DR804","DS606","0","Y","","2","0","","0",""
"20397","化滞柔肝颗粒","化滞柔肝颗粒","DR804","DS606","0","Y","","1","0","","0",""
"20398","利胆片","利胆片","DR852","DS2046","0","Y","","2","0","","",""
"20399","利胆片","利胆片","DR852","DS2046","0","Y","","1","1","","",""
"20400","脑心通片","脑心通片","DR71969","DS18161","","","","","","","",""
"20401","巴戟振阳胶囊","","DR72181","DS17160","2","Y","14","","","","",""
"20402","克洛己新干混悬剂","","DR83610","DS21697","","","","1","1","","",""
"20403","克洛己新干混悬剂","","DR83610","DS21697","","","","2","1","","",""
"20404","云南红药散","云南红药散","DR359","DS1674","","","","1","2","","",""
"20405","愈风宁心口服液","愈风宁心口服液","DR139","DS1677","","","","","","","",""
"20406","氯雷他定口腔崩解片","康恩贝","DR3383","DS1544","","","","2","1","","",""
"20407","氯雷他定口腔崩解片","康恩贝","DR3383","DS1544","","","","1","1","","",""
"20408","苯唑西林钠片","苯唑西林钠片","DR1458","DS2335","1","D","28","","","","",""
"20409","复方桔梗麻黄碱糖浆","复方桔梗麻黄碱糖浆","DR775","DS2717","0","Y","","1","1","","0",""
"20410","复方桔梗麻黄碱糖浆","复方桔梗麻黄碱糖浆","DR775","DS2717","0","Y","","2","0","","0",""
"20411","经舒颗粒","经舒颗粒","DR2882","DS2050","0","Y","","2","0","","0",""
"20412","经舒颗粒","经舒颗粒","DR2882","DS2050","0","Y","","1","2","","0",""
"20413","去氧肾上腺素溴苯那敏胶囊","尔可安","DR71666","DS3559","","","","","","","",""
"20414","复方对乙酰氨基酚金银花注射液","","DR71770","DS3675","2","D","28","","","","",""
"20415","西尼地平软胶囊","西尼地平软胶囊","DR71973","DS19961","1","Y","14","2","1","","",""
"20416","西尼地平软胶囊","西尼地平软胶囊","DR71973","DS19961","1","Y","14","1","2","","",""
"20417","止痛化癥胶囊","止痛化癥胶囊","DR2998","DS2720","0","Y","","2","0","","0",""
"20418","止痛化癥胶囊","止痛化癥胶囊","DR2998","DS2720","0","Y","","1","2","","0",""
"20419","注射用盐酸溴己新","普尼克斯","DR1386","DS1950","","","","1","1","","",""
"20420","注射用盐酸溴己新","普尼克斯","DR1386","DS1950","","","","2","1","","",""
"20421","复方双氯芬酸钠注射液","蒙洛英","DR3392","DS2721","2","Y","3","2","2","","1",""
"20422","复方双氯芬酸钠注射液","蒙洛英","DR3392","DS2721","2","Y","3","1","2","","1",""
"20423","普适泰片","舍尼通","DR152","DS2722","2","Y","14","","","","0",""
"20424","参芪阿胶胶囊","参芪阿胶胶囊","DR2330","DS1326","0","Y","","2","0","","",""
"20425","参芪阿胶胶囊","参芪阿胶胶囊","DR2330","DS1326","0","Y","","1","0","","",""
"20426","养阴清肺膏","养阴清肺膏","DR781","DS624","","","","","","","",""
"20427","醋酸泼尼松龙片","信宜","DR850","DS2666","","","","2","1","","1",""
"20428","醋酸泼尼松龙片","信宜","DR850","DS2666","","","","1","1","","1",""
"20429","安阳膏药","","DR72074","DS13652","","","","","","","",""
"20430","冻干外用重组牛碱性成纤维细胞生长因子","见林","DR72133","DS23","","","","","","","",""
"20431","穿龙骨刺胶囊","穿龙骨刺胶囊","DR1733","DS2356","","","","","","","",""
"20432","风湿关节酒","风湿关节酒","DR3184","DS2357","","","","1","2","","",""
"20433","秋泻灵颗粒","","DR2401","DS2358","","","","","","","",""
"20434","吲达帕胺胶囊","安泰达","DR2033","DS1596","","","","2","1","","",""
"20435","吲达帕胺胶囊","安泰达","DR2033","DS1596","","","","1","1","","",""
"20436","木糖醇注射液","木糖醇注射液","DR2008","DS1689","0","Y","","1","0","","0",""
"20437","木糖醇注射液","木糖醇注射液","DR2008","DS1689","0","Y","","2","0","","0",""
"20438","珍黄胃片","珍黄胃片","DR3132","DS2364","0","Y","","2","0","","0",""
"20439","珍黄胃片","珍黄胃片","DR3132","DS2364","0","Y","","1","2","","0",""
"20440","椰露止咳合剂","","DR96171","DS18427","","","","1","2","","",""
"20441","乐儿康糖浆","通药","DR100216","DS18587","","","","","","","",""
"20442","风湿酒","九芝堂","DR98575","DS14106","2","Y","14","2","2","","",""
"20443","风湿酒","九芝堂","DR98575","DS14106","2","Y","14","1","2","","",""
"20444","双百口服液","","DR96273","DS18531","","","","","","","",""
"20445","儿康宁糖浆","太极","DR98438","DS19021","","","","","","","",""
"20446","伤湿止痛膏","伤湿止痛膏","DR92588","DS17506","","","","1","1","","",""
"20447","润伊容口服液","","DR96740","DS19770","","","","","","","",""
"20448","二十五味肺病胶囊","金诃藏药","DR98486","DS19422","","","","","","","",""
"20449","五仁润肠丸","","DR92953","DS17932","","","","1","2","","",""
"20450","咽康含片","","DR93103","DS15191","","","","1","1","","",""
"20451","麝香舒活精","","DR97273","DS19560","","","","1","1","","",""
"20452","消咳喘颗粒","消咳喘颗粒","DR89914","DS17553","","","","","","","",""
"20453","肝复康丸","宏兴制药","DR99173","DS17681","","","","","","","",""
"20454","东梅止咳颗粒","潘高寿","DR98382","DS16030","","","","","","","",""
"20455","华蟾素口服液","金蟾","DR99616","DS15217","","","","","","","",""
"20456","玉泉颗粒","","DR94905","DS13746","","","","1","2","","",""
"20457","克痒敏醑","铍宝","DR100146","DS19736","","","","","","","",""
"20458","葶苈降血脂颗粒","","DR93381","DS15491","","","","","","","",""
"20459","诺迪康胶囊","","DR92638","DS17570","","","","","","","",""
"20460","益肝解毒茶","","DR92784","DS17747","","","","","","","",""
"20461","肾骨咀嚼片","","DR96607","DS19618","","","","","","","",""
"20462","炎宁片","","DR94077","DS16273","","","","","","","",""
"20463","心脑健胶囊","","DR93394","DS15506","","","","","","","",""
"20464","舒心颗粒","","DR94238","DS12537","","","","","","","",""
"20465","舒康凝胶剂","","DR93637","DS15775","","","","1","2","","",""
"20466","芎菊上清颗粒","","DR94371","DS13135","","","","","","","",""
"20467","使君子丸","","DR94531","DS13332","","","","","","","",""
"20468","生血丸","","DR96591","DS19293","","","","","","","",""
"20469","蜈黛软膏","","DR96761","DS19791","","","","","","","",""
"20470","接骨续筋胶囊","接骨续筋胶囊","DR93999","DS16192","","","","","","","",""
"20471","山蜡梅叶胶囊","","DR94033","DS16226","","","","","","","",""
"20472","炎立消片","","DR94073","DS16269","","","","","","","",""
"20473","众生胶囊","众生胶囊","DR94102","DS16298","","","","1","1","","",""
"20474","益胃膏","","DR94143","DS12408","","","","1","1","","",""
"20475","红金消结胶囊","红金消结胶囊","DR663","DS2210","","","","","","","",""
"20476","乳疮丸","","DR93477","DS15597","","","","","","","",""
"20477","调经止痛片","调经止痛片","DR93525","DS15645","","","","1","2","","",""
"20478","复方水杨酸溶液","","DR351","DS1261","2","M","5","2","0","","0",""
"20479","复方水杨酸溶液","","DR351","DS1261","2","M","5","1","0","","0",""
"20480","维生素B1片","","DR1133","DS2287","","","","2","0","","0",""
"20481","维生素B1片","","DR1133","DS2287","","","","1","0","","0",""
"20482","硝酸益康唑溶液","","DR1725","DS735","","","","2","0","","0",""
"20483","硝酸益康唑溶液","","DR1725","DS735","","","","1","0","","0",""
"20484","曲安奈德益康唑乳膏","","DR3232","DS2289","","","","2","0","","0",""
"20485","曲安奈德益康唑乳膏","","DR3232","DS2289","","","","1","0","","0",""
"20486","吲哚美辛栓","","DR2106","DS1875","1","Y","14","1","2","","1",""
"20487","吲哚美辛栓","","DR2106","DS1875","1","Y","14","2","2","","1",""
"20488","缬沙坦胶囊","代文","DR2134","DS1623","","","","2","1","","0",""
"20489","缬沙坦胶囊","代文","DR2134","DS1623","","","","1","2","","0",""
"20490","缬沙坦分散片","","DR406","DS1623","","","","2","1","","0",""
"20491","缬沙坦分散片","","DR406","DS1623","","","","1","1","","0",""
"20492","盐酸溴己新葡萄糖注射液","","DR2754","DS2673","","","","2","1","","0",""
"20493","盐酸溴己新葡萄糖注射液","","DR2754","DS2673","","","","1","1","","0",""
"20494","硫酸吗啡控释片","美施康定","DR3822","DS23489","2","Y","3","1","2","","1",""
"20495","硫酸吗啡控释片","美施康定","DR3822","DS23489","2","Y","3","2","2","","1",""
"20496","黄龙咳喘片","黄龙咳喘片","DR4005","DS3252","","","","","","","",""
"20497","别嘌醇片","","DR1946","DS211","","","","2","2","","1",""
"20498","别嘌醇片","","DR1946","DS211","","","","1","2","","1",""
"20499","地巴唑片","","DR2642","DS1268","","","","1","0","","0",""
"20500","地巴唑片","","DR2642","DS1268","","","","2","0","","0",""
"20501","大黄碳酸氢钠片","","DR1843","DS2675","","","","2","0","","0",""
"20502","大黄碳酸氢钠片","","DR1843","DS2675","","","","1","0","","0",""
"20503","醋酸地塞米松片","","DR2347","DS1627","1","Y","14","2","1","","1",""
"20504","醋酸地塞米松片","","DR2347","DS1627","1","Y","14","1","1","","1",""
"20505","对乙酰氨基酚片","","DR881","DS92","","","","2","1","","",""
"20506","对乙酰氨基酚片","","DR881","DS92","","","","1","1","","",""
"20507","干酵母片","","DR650","DS1271","","","","2","0","","0",""
"20508","干酵母片","","DR650","DS1271","","","","1","0","","0",""
"20509","格列吡嗪胶囊","怡平","DR2277","DS440","","","","2","1","","0",""
"20510","格列吡嗪胶囊","怡平","DR2277","DS440","","","","1","2","","0",""
"20511","多烯磷脂酰胆碱注射液","","DR758","DS2300","2","D","28","2","1","","0",""
"20512","多烯磷脂酰胆碱注射液","","DR758","DS2300","2","D","28","1","1","","0",""
"20513","复方庆大霉素膜","","DR71551","DS3484","","","","","","","",""
"20514","虚汗停胶囊","虚汗停胶囊","DR71792","DS3692","","","","","","","",""
"20515","小牛血去蛋白提取物注射液","新威泰","DR72126","DS1236","","","","1","1","","",""
"20516","小牛血去蛋白提取物注射液","新威泰","DR72126","DS1236","","","","2","1","","",""
"20517","甘草酸二铵肠溶胶囊","天晴甘平","DR2299","DS480","","","","2","0","","0",""
"20518","甘草酸二铵肠溶胶囊","天晴甘平","DR2299","DS480","","","","1","1","","0",""
"20519","复方盐酸伪麻黄碱缓释胶囊","新康泰克","DR1406","DS2004","","","","2","1","","0",""
"20520","复方盐酸伪麻黄碱缓释胶囊","新康泰克","DR1406","DS2004","","","","1","1","","0",""
"20521","注射用盐酸丁咯地尔","海斯力迪","DR496","DS1275","1","Y","14","2","1","","0",""
"20522","注射用盐酸丁咯地尔","海斯力迪","DR496","DS1275","1","Y","14","1","1","","0",""
"20523","注射用盐酸丁卡因","","DR1315","DS1628","","","","2","0","","0",""
"20524","注射用盐酸丁卡因","","DR1315","DS1628","","","","1","1","","0",""
"20525","注射用鲑降钙素","盖瑞宁","DR235","DS2304","1","Y","14","1","2","","",""
"20526","注射用鲑降钙素","盖瑞宁","DR235","DS2304","1","Y","14","2","2","","",""
"20527","冠心康胶囊","冠心康胶囊","DR187","DS2681","","","","","","","",""
"20528","复方鱼腥草颗粒","复方鱼腥草颗粒","DR3267","DS2011","","","","","","","",""
"20529","小儿肺咳颗粒","小儿肺咳颗粒","DR72229","DS14313","","","","","","","","为儿童专用药"
"20530","小儿肺咳颗粒","小儿肺咳颗粒","DR72229","DS14313","","","","","","","","为儿童专用药"
"20531","拉呋替丁分散片","乐美汀","DR83653","DS21733","","","","","","","",""
"20532","安坤胶囊","利夫康乐","DR74","DS746","0","Y","","2","0","","0",""
"20533","安坤胶囊","利夫康乐","DR74","DS746","0","Y","","1","0","","0",""
"20534","双唑泰阴道泡腾片","福利双","DR740","DS1285","","","","1","2","","1",""
"20535","双唑泰阴道泡腾片","福利双","DR740","DS1285","","","","2","1","","1",""
"20536","冠心康片","冠心康片","DR2699","DS566","","","","","","","",""
"20537","百令片","百令片","DR2846","DS1290","","","","","","","",""
"20538","复方氨基酸颗粒(9AA)","","DR227","DS479","","","","","","","",""
"20539","非那雄胺分散片","再安列","DR1857","DS216","1","Y","14","2","1","","0",""
"20540","非那雄胺分散片","再安列","DR1857","DS216","1","Y","14","1","2","","0",""
"20541","赖氨匹林肠溶片","赖氨匹林肠溶片","DR83675","DS2088","1","Y","6","2","1","","1",""
"20542","赖氨匹林肠溶片","赖氨匹林肠溶片","DR83675","DS2088","1","Y","6","1","1","","1",""
"20543","兰索拉唑肠溶片","","DR83690","DS1931","1","Y","14","","","","",""
"20544","利福定胶囊","","DR83724","DS21776","","","","1","1","","",""
"20545","川百止痒洗剂","川百止痒洗剂","DR2787","DS572","0","Y","","2","0","","0",""
"20546","川百止痒洗剂","川百止痒洗剂","DR2787","DS572","0","Y","","1","0","","0",""
"20547","参坤养血颗粒","参坤养血颗粒","DR1443","DS2060","","","","","","","",""
"20548","小儿宝泰康颗粒","","DR3569","DS637","","","","","","","","为儿童专用药"
"20549","盐酸马普替林片","盐酸马普替林片","DR3826","DS3113","2","Y","6","1","2","","",""
"20550","盐酸马普替林片","盐酸马普替林片","DR3826","DS3113","2","Y","6","2","2","","",""
"20551","地屈孕酮片","达芙通","DR1833","DS1692","1","Y","18","2","1","","0",""
"20552","地屈孕酮片","达芙通","DR1833","DS1692","1","Y","18","1","0","","0",""
"20553","抗病毒口服液","抗病毒口服液","DR120","DS276","0","Y","","1","2","","0",""
"20554","抗病毒口服液","抗病毒口服液","DR120","DS276","0","Y","","2","2","","0",""
"20555","金喉健喷雾剂","金喉健喷雾剂","DR1504","DS2062","0","Y","","2","0","","0",""
"20556","金喉健喷雾剂","金喉健喷雾剂","DR1504","DS2062","0","Y","","1","1","","0",""
"20557","复方双嗪利血平片","复方双嗪利血平片","DR2482","DS2064","0","Y","","2","2","","1",""
"20558","复方双嗪利血平片","复方双嗪利血平片","DR2482","DS2064","0","Y","","1","2","","1",""
"20559","葛兰心宁软胶囊","葛兰心宁软胶囊","DR425","DS797","","","","","","","",""
"20560","注射用亚叶酸钠","","DR1532","DS1698","1","Y","14","2","1","","1",""
"20561","注射用亚叶酸钠","","DR1532","DS1698","1","Y","14","1","1","","1",""
"20562","蛇毒血凝酶注射液","速乐涓","DR344","DS204","","","","1","1","","0",""
"20563","蛇毒血凝酶注射液","速乐涓","DR344","DS204","","","","2","0","","0",""
"20564","盐酸特比萘芬片","兰美抒","DR1250","DS1958","","","","2","1","","0",""
"20565","盐酸特比萘芬片","兰美抒","DR1250","DS1958","","","","1","1","","0",""
"20566","复方甲硝唑阴道栓","金牛","DR71909","DS19934","","","","","","","",""
"20567","伤科接骨片","","DR768","DS550","2","Y","10","2","0","","0",""
"20568","伤科接骨片","","DR768","DS550","2","Y","10","1","2","","0",""
"20569","注射用盐酸瑞芬太尼","瑞捷","DR3344","DS552","1","Y","2","2","1","","0",""
"20570","注射用盐酸瑞芬太尼","瑞捷","DR3344","DS552","1","Y","2","1","1","","0",""
"20571","安神爽脑口服液","","DR72037","DS19261","2","Y","14","1","2","","",""
"20572","复方小活络丸","复方小活络丸","DR72151","DS13937","","","","1","2","","",""
"20573","复合乳酸菌胶囊","","DR1906","DS1622","","","","2","0","","0",""
"20574","复合乳酸菌胶囊","","DR1906","DS1622","","","","1","0","","0",""
"20575","维生素B2片","","DR284","DS733","","","","2","0","","0",""
"20576","维生素B2片","","DR284","DS733","","","","1","0","","0",""
"20577","硝酸益康唑喷雾剂","唯达宁","DR339","DS735","","","","2","0","","0",""
"20578","硝酸益康唑喷雾剂","唯达宁","DR339","DS735","","","","1","0","","0",""
"20579","单硝酸异山梨酯缓释片","","DR2195","DS1952","","","","1","2","","",""
"20580","单硝酸异山梨酯缓释片","","DR2195","DS1952","","","","2","1","","",""
"20581","注射用盐酸米托蒽醌","恒恩","DR3244","DS1182","","","","1","0","","0",""
"20582","注射用盐酸米托蒽醌","恒恩","DR3244","DS1182","","","","2","0","","0",""
"20583","甘精胰岛素注射液","来得时","DR2866","DS1265","","","","2","0","","1",""
"20584","甘精胰岛素注射液","来得时","DR2866","DS1265","","","","1","1","","1",""
"20585","注射用亚胺培南西司他丁钠","","DR2461","DS737","","","","2","1","","0",""
"20586","注射用亚胺培南西司他丁钠","","DR2461","DS737","","","","1","1","","0",""
"20587","加味藿香正气软胶囊","加味藿香正气软胶囊","DR3707","DS555","","","","","","","",""
"20588","金青解毒丸","金青解毒丸","DR3936","DS3190","","","","","","","",""
"20589","盐酸多奈哌齐口腔崩解片","盐酸多奈哌齐口腔崩解片","DR71315","DS2705","1","Y","14","2","1","","",""
"20590","盐酸多奈哌齐口腔崩解片","盐酸多奈哌齐口腔崩解片","DR71315","DS2705","1","Y","14","1","2","","",""
"20591","丙酸睾酮注射液","","DR2774","DS1267","1","Y","14","1","2","","1",""
"20592","丙酸睾酮注射液","","DR2774","DS1267","1","Y","14","2","2","","1",""
"20593","盐酸川芎嗪氯化钠注射液","迈可达","DR2835","DS2295","1","Y","14","2","1","","0",""
"20594","盐酸川芎嗪氯化钠注射液","迈可达","DR2835","DS2295","1","Y","14","1","2","","0",""
"20595","甘露醇注射液","甘露醇注射液","DR2285","DS1270","","","","1","1","","1",""
"20596","复方氨酚烷胺片","","DR2688","DS2299","","","","2","1","","0",""
"20597","复方氨酚烷胺片","","DR2688","DS2299","","","","1","1","","0",""
"20598","复方甘草口服溶液","","DR1739","DS1552","","","","2","2","","0",""
