"   ","ID_DR","NAME_DR","RATIO_DR","ID_DS","NAME_DS","RATIO_DS","ID_BG_DS","NAME_BG_DS","RATIO_BG_DS","ID_CATEGORY1","NAME_CATEGORY1","RATIO_CATEGORY1","ID_CATEGORY2","NAME_CATEGORY2","RATIO_CATEGORY2","ID_CATEGORY3","NAME_CATEGORY3","RATIO_CATEGORY3","ID_CATEGORY4","NAME_CATEGORY4","RATIO_CATEGORY4","ID_CATEGORY5","NAME_CATEGORY5","RATIO_CATEGORY5","ID_CATEGORY6","NAME_CATEGORY6","RATIO_CATEGORY6"
"2647","DR71715","复方丹参颗粒","1","DS3595","复方丹参颗粒","1","DG2669","复方丹参颗粒","0.1165","DC200","内科行气活血剂","0.061","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"2648","DR3477","氨甲苯酸片","0.0175","DS2599","氨甲苯酸","1","DG5793","氨甲苯酸","0.2107","DC946","抗纤维蛋白溶解药氨基酸类","0.9558","DC437","抗纤维蛋白溶解药","0.5805","DC124","抗出血药","0.0066","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"2649","DR3103","注射用重组人白介素-2","1","DS120","重组人白介素-2","1","DG5781","重组人白介素-2","0.4444","DC239","白介素类","0.0167","DC65","免疫兴奋剂","0.5933","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","","","","",""
"2650","DR1328","枸橼酸坦度螺酮胶囊","1","DS2608","枸橼酸坦度螺酮","1","DG11037","坦度螺酮","0.0968","DC840","氮杂螺癸烷二酮衍生物","0.0169","DC374","抗焦虑药","0.0784","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"2651","DR383","尼莫地平注射液","0.0106","DS1565","尼莫地平","1","DG377","尼莫地平","0.1378","DC1067","二氢吡啶衍生物类","0.9979","DC522","主要作用于血管的选择性钙通道阻滞剂","0.9981","DC148","钙通道阻滞剂","0.3841","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"2652","DR23","醋酸去氨加压素注射液","0.3","DS23561","醋酸去氨加压素","1","DG12250","去氨加压素","1","DC597","加压素及其类似药","0.3226","DC259","垂体后叶激素类","0.4627","DC72","垂体和下丘脑激素及类似物","0.0145","DC15","系统性激素制剂，不含性激素和胰岛素","0.02","DC2","西药","0.7954","","",""
"2653","DR1063","注射用水溶性维生素","1","DS194","水溶性维生素","1","DG9988","水溶性维生素","1","DC1049","多种维生素的其他复方制剂","0.0752","DC516","多种维生素的复方制剂","0.1761","DC146","维生素类","0.2198","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"2654","DR229","头孢氨苄片","0.1455","DS2276","头孢氨苄","1","DG12434","头孢氨苄","0.0354","DC727","第一代头孢菌素","0.1394","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2655","DR85807","乳酸左氧氟沙星片","0.0018","DS2206","乳酸左氧氟沙星","0.1381","DG12285","左氧氟沙星","0.954","DC910","皮肤病用抗生素类","0.646","DC412","皮肤用局部抗真菌药","1","DC114","皮肤用抗真菌药","0.359","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"2656","DR85807","乳酸左氧氟沙星片","0.0018","DS2206","乳酸左氧氟沙星","0.1381","DG12285","左氧氟沙星","0.7654","DC876","耳科用抗感染药","1","DC107","耳科用药","0.0569","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","","","","",""
"2657","DR85807","乳酸左氧氟沙星片","0.0018","DS2206","乳酸左氧氟沙星","0.1381","DG12285","左氧氟沙星","0.8054","DC858","其他抗感染药","0.6301","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"2658","DR85807","乳酸左氧氟沙星片","0.0018","DS2206","乳酸左氧氟沙星","0.1381","DG12285","左氧氟沙星","0.7397","DC723","氟喹诺酮类","1","DC320","喹诺酮类抗菌药","0.2461","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2659","DR1367","磺胺醋酰钠滴眼液","1","DS2392","磺胺醋酰钠","1","DG5842","磺胺醋酰钠","0.8116","DC859","眼科用磺胺类药","0.0087","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"2660","DR2202","银杏酮酯分散片","1","DS579","银杏酮酯分散片","1","DG1682","银杏酮酯分散片","0.0382","DC206","内科化瘀通脉剂","0.4684","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"2661","DR2710","咪唑斯汀缓释片","1","DS582","咪唑斯汀","1","DG342","咪唑斯汀","0.0057","DC345","全身用的其他抗组胺药","0.5551","DC95","全身用抗组胺药","0.2312","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","","","","",""
"2662","DR2990","银杏蜜环口服溶液","1","DS2701","银杏蜜环口服溶液","1","DG1680","银杏蜜环口服溶液","0.0019","DC206","内科化瘀通脉剂","0.4684","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"2663","DR2520","枸橼酸铋钾片","0.2222","DS146","枸橼酸铋钾","1","DG10716","枸橼酸铋钾","0.9643","DC1015","其他复合抗酸药","0.0094","DC484","抗酸药","0.1152","DC138","治疗胃酸相关类疾病的药物","0.3623","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"2664","DR3310","注射用硫酸特布他林","0.0164","DS2285","硫酸特布他林","1","DG4071","特布他林","0.5562","DC774","吸入的选择性β- 2 -肾上腺素受体激动剂","0.6184","DC347","吸入的肾上腺素能类药","0.1396","DC96","用于阻塞性气道疾病的药物","0.2535","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"2665","DR3310","注射用硫酸特布他林","0.0164","DS2285","硫酸特布他林","1","DG4071","特布他林","0.4442","DC767","选择性β- 2 -肾上腺素受体激动剂","0.3662","DC346","全身用肾上腺素类药","0.2951","DC96","用于阻塞性气道疾病的药物","0.2535","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"2666","DR2881","化积口服液","1","DS1666","化积口服液","1","DG2554","化积口服液","0.0052","DC53","内科消导剂","0.0091","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","","","","",""
"2667","DR231","盐酸多奈哌齐片","0.8915","DS2705","盐酸多奈哌齐","1","DG13032","多奈哌齐","0.9798","DC787","抗胆碱酯酶药","0.7608","DC358","抗痴呆药","0.0678","DC99","精神兴奋药","0.4638","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"2668","DR2951","注射用血塞通(冻干)","1","DS3317","注射用血塞通","1","DG1693","注射用血塞通(冻干)","0.0326","DC206","内科化瘀通脉剂","0.4684","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"2669","DR71390","非洛地平缓释片(Ⅱ)","1","DS3485","非洛地平(Ⅱ)","0.0014","DG10021","非洛地平","0.1007","DC1067","二氢吡啶衍生物类","0.9979","DC522","主要作用于血管的选择性钙通道阻滞剂","0.9981","DC148","钙通道阻滞剂","0.3841","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"2670","DR334","罗红霉素缓释胶囊","0.1859","DS2222","罗红霉素","1","DG10718","罗红霉素","0.3652","DC721","大环内酯类","0.8487","DC319","大环内酯类，林可胺类和链阳菌素类","0.1337","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2671","DR2281","复方盐酸阿米洛利片","1","DS2711","复方盐酸阿米洛利","1","DG11915","复方盐酸阿米洛利","0.5106","DC1072","其他保钾利尿药","0.01","DC525","保钾利尿药","0.4571","DC149","利尿剂","0.0681","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"2672","DR277","桂附地黄丸","0.5","DS610","桂附地黄丸","1","DG1018","桂附地黄丸","0.0068","DC223","内科温阳剂","0.0188","DC57","内科扶正剂","0.0819","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"2673","DR88727","注射用间苯三酚","1","DS1713","间苯三酚","1","DG11368","间苯三酚","0.0635","DC1006","其他治疗功能性肠道疾病的药物","0.1909","DC481","治疗功能性肠道疾病的药物","0.0542","DC137","治疗功能性胃肠道疾病的药物","0.0852","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"2674","DR2394","盐酸特拉唑嗪片","0.9464","DS2630","盐酸特拉唑嗪","1","DG11551","特拉唑嗪","0.1764","DC676","良性前列腺肥大用α-肾上腺素受体拮抗剂","0.4678","DC307","良性前列腺肥大用药","0.3107","DC84","泌尿系统药","0.8688","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"2675","DR195","头孢拉定胶囊","0.5955","DS1617","头孢拉定","1","DG10707","头孢拉定","0.1415","DC727","第一代头孢菌素","0.1394","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2676","DR1096","注射用头孢哌酮钠","1","DS1256","头孢哌酮钠","1","DG11597","头孢哌酮","0.0133","DC726","第三代头孢菌素","0.7226","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2677","DR71667","亚甲蓝注射液","1","DS3560","亚甲蓝","1","DG13383","亚甲蓝","0.0014","DC288","解毒药","0.9541","DC80","所有其他治疗药物","0.0458","DC16","杂类","0.2065","DC2","西药","0.7954","","","","","",""
"2678","DR2912","注射用哌拉西林钠舒巴坦钠","1","DS3636","哌拉西林钠舒巴坦钠","0.7074","DG12628","哌拉西林舒巴坦","0.2755","DC718","青霉素类复方制剂，含β-内酰胺酶抑制剂","0.7844","DC318","β-内酰胺类抗菌药，青霉素类","0.2751","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2679","DR130","瑞舒伐他汀钙片","0.97","DS729","瑞舒伐他汀钙","1","DG10682","瑞舒伐他汀","0.4208","DC1094","HMG-CoA还原酶抑制剂","0.9936","DC546","单方调节血脂药","0.9997","DC153","调节血脂药","0.6449","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"2680","DR1343","人血白蛋白","1","DS543","人血白蛋白","1","DG5900","人血白蛋白","0.0316","DC962","血液代用品和血浆蛋白成分","1","DC443","血液和相关制品","0.0103","DC125","血液代用品和灌注液","0.5985","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"2681","DR2729","天麻素注射液","1","DS3028","天麻素","1","DG13086","天麻素","0.3339","DC816","其他神经系统的药物","1","DC367","其他的神经系统药物","0.7807","DC102","其他神经系统药物","0.2927","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"2682","DR89776","王氏保赤丸","1","DS13123","王氏保赤丸","1","DG1797","王氏保赤丸","0.0275","DC53","内科消导剂","0.0091","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","","","","",""
"2683","DR88592","注射用奥硝唑","0.1606","DS1963","奥硝唑","0.5108","DG468","奥硝唑","0.4671","DC733","咪唑衍生物药","0.8459","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2684","DR88592","注射用奥硝唑","0.1606","DS1963","奥硝唑","0.5108","DG468","奥硝唑","0.2872","DC684","妇科用咪唑衍生物","0.7469","DC309","抗感染药和抗菌剂，与皮质激素类的复方制剂除外","1","DC85","妇科抗感染药和抗菌剂","0.1497","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"2685","DR88628","注射用低分子量肝素钠","0.7843","DS3235","低分子量肝素钠","0.078","DG10792","低分子肝素","0.9342","DC457","其他关节和肌肉痛局部用药","0.2785","DC129","关节和肌肉痛局部用药","0.3897","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","","","","",""
"2686","DR88628","注射用低分子量肝素钠","0.7843","DS3235","低分子量肝素钠","0.078","DG10792","低分子肝素","0.3882","DC447","肝素类","0.0378","DC126","抗血栓形成药","0.6004","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","","","","",""
"2687","DR88792","注射用氯化钾","0.0837","DS138","氯化钾","0.9999","DG6451","氯化钾","0.9577","DC469","钾制剂","0.9245","DC134","矿物质补充剂","0.2919","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"2688","DR88828","注射用哌拉西林钠舒巴坦钠(4:1)","1","DS21415","哌拉西林钠舒巴坦钠(4:1)","0.2646","DG12628","哌拉西林舒巴坦","0.2755","DC718","青霉素类复方制剂，含β-内酰胺酶抑制剂","0.7844","DC318","β-内酰胺类抗菌药，青霉素类","0.2751","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2689","DR88938","注射用硝酸异山梨酯","0.0066","DS20577","硝酸异山梨酯","1","DG10079","硝酸异山梨酯","0.061","DC1065","有机硝酸酯类","1","DC521","用于心脏疾患的血管扩张药","0.2393","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"2690","DR88975","注射用盐酸胺碘酮","0.0283","DS2200","盐酸胺碘酮","1","DG409","胺碘酮","1","DC1055","III类抗心律失常药","0.1974","DC518","Ⅰ类和III类的抗心律失常药","0.1613","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"2691","DR87542","艾瑞昔布片","1","DS20035","艾瑞昔布","1","DG12108","艾瑞昔布","0.0102","DC975","昔布类","0.0781","DC454","非甾体类抗炎和抗风湿药","0.9997","DC128","抗炎和抗风湿药","0.6822","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"2692","DR87945","布洛芬颗粒","0.002","DS1581","布洛芬","1","DG13308","布洛芬","0.9286","DC977","丙酸衍生物","0.3746","DC454","非甾体类抗炎和抗风湿药","0.9997","DC128","抗炎和抗风湿药","0.6822","DC25","肌肉-骨骼系统药物","0.0559","DC2","西药","0.7954","","",""
"2693","DR89719","补中益气丸（水丸）","0.0753","DS1118","补中益气丸","1","DG8619","补中益气丸","0.3023","DC561","健脾益气剂","0.8342","DC220","内科补气剂","0.0369","DC57","内科扶正剂","0.0819","DC10","内科用药","0.9704","DC1","中成药","0.6812","","",""
"2694","DR88830","注射用哌拉西林钠他唑巴坦钠(4:1)","1","DS21411","哌拉西林钠他唑巴坦钠(4:1)","0.0018","DG10004","哌拉西林他唑巴坦","0.4536","DC718","青霉素类复方制剂，含β-内酰胺酶抑制剂","0.7844","DC318","β-内酰胺类抗菌药，青霉素类","0.2751","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2695","DR87446","阿莫西林克拉维酸钾片(7:1)","0.0606","DS2641","阿莫西林克拉维酸钾(7:1)","0.0712","DG13191","阿莫西林克拉维酸","0.1936","DC718","青霉素类复方制剂，含β-内酰胺酶抑制剂","0.7844","DC318","β-内酰胺类抗菌药，青霉素类","0.2751","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2696","DR2760","鼻炎康片","1","DS1917","鼻炎康片","1","DG3466","鼻炎康片","0.113","DC61","鼻病","0.2232","DC11","耳鼻喉科用药","0.004","DC1","中成药","0.6812","","","","","","","","",""
"2697","DR3442","吡拉西坦氯化钠注射液","1","DS482","吡拉西坦氯化钠","0.4366","DG487","吡拉西坦","0.081","DC795","其他精神兴奋药及促智药","1","DC360","用于儿童注意缺陷障碍伴多动症和促智的精神兴奋药","0.9043","DC99","精神兴奋药","0.4638","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"2698","DR201","环孢素软胶囊","1","DS1807","环孢素","1","DG325","环孢素","0","DC378","其他眼科用药","0.9599","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","","","","",""
"2699","DR201","环孢素软胶囊","1","DS1807","环孢素","1","DG325","环孢素","0.25","DC244","钙神经素抑制剂","0.1","DC67","免疫抑制剂","0.044","DC14","抗肿瘤药及免疫调节剂","0.0079","DC2","西药","0.7954","","","","","",""
"2700","DR201","环孢素软胶囊","1","DS1807","环孢素","1","DG325","环孢素","0.0003","DC13","其他","0.0262","DC2","西药","","","","","","","","","","","","",""
"2701","DR1932","注射用盐酸克林霉素","0.7727","DS2618","盐酸克林霉素","0.7692","DG12454","克林霉素","0.3522","DC903","治疗痤疮的抗生素","0.0716","DC408","局部用抗痤疮药","0.9984","DC112","抗痤疮制剂","0.3111","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"2702","DR1932","注射用盐酸克林霉素","0.7727","DS2618","盐酸克林霉素","0.7692","DG12454","克林霉素","0.3075","DC720","林可胺类","0.1567","DC319","大环内酯类，林可胺类和链阳菌素类","0.1337","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2703","DR1932","注射用盐酸克林霉素","0.7727","DS2618","盐酸克林霉素","0.7692","DG12454","克林霉素","0.2325","DC686","妇科用抗生素类","0.2043","DC309","抗感染药和抗菌剂，与皮质激素类的复方制剂除外","1","DC85","妇科抗感染药和抗菌剂","0.1497","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"2704","DR2630","氯雷他定片","0.9679","DS1544","氯雷他定","1","DG11907","氯雷他定","0.4202","DC345","全身用的其他抗组胺药","0.5551","DC95","全身用抗组胺药","0.2312","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","","","","",""
"2705","DR349","盐酸曲马多注射液","0.4118","DS3708","盐酸曲马多","0.9855","DG13493","曲马多","0.3833","DC827","其他阿片类药","0.7171","DC371","阿片类","0.0071","DC103","镇痛药","0.5083","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"2706","DR1693","盐酸氯丙嗪片","0.1982","DS1567","盐酸氯丙嗪","1","DG372","氯丙嗪","1","DC842","吩噻嗪与脂肪族侧链","0.0231","DC375","抗精神病药","0.2045","DC104","精神安定药","0.1691","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
"2707","DR264","盐酸莫西沙星片","0.3675","DS140","盐酸莫西沙星","0.9257","DG5776","莫西沙星","0.0985","DC723","氟喹诺酮类","1","DC320","喹诺酮类抗菌药","0.2461","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2708","DR2494","注射用美罗培南","1","DS142","美罗培南","1","DG12033","美罗培南","0.3619","DC729","碳青霉烯类","0.0386","DC321","其他β-内酰胺类抗菌药","0.5027","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2709","DR1612","注射用门冬氨酸钾镁","0.3828","DS1571","门冬氨酸钾镁","1","DG12256","门冬氨酸钾镁","0.0163","DC959","电解质溶液","0.9999","DC442","静脉注射液添加剂","0.9848","DC125","血液代用品和灌注液","0.5985","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"2710","DR1612","注射用门冬氨酸钾镁","0.3828","DS1571","门冬氨酸钾镁","1","DG12256","门冬氨酸钾镁","1","DC1051","其他心脏病用复方制剂","0.0684","DC517","其他心脏疾病用药","0.6731","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"2711","DR2653","重酒石酸去甲肾上腺素注射液","1","DS1923","重酒石酸去甲肾上腺素","0.4277","DG10722","肾上腺素","0.5326","DC1062","肾上腺素能和多巴胺能类药","0.976","DC520","强心苷类除外的心脏兴奋药","0.0309","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"2712","DR71523","盐酸氨溴索口服液","0.0742","DS2241","盐酸氨溴索","0.9936","DG516","氨溴索","0.9225","DC766","粘液溶解药","1","DC332","不含复方镇咳药的祛痰药","0.8555","DC92","咳嗽和感冒制剂","0.5626","DC19","呼吸系统","0.0652","DC2","西药","0.7954","","",""
"2713","DR41","枸橼酸铋钾胶囊","0.5185","DS146","枸橼酸铋钾","1","DG10716","枸橼酸铋钾","0.9643","DC1015","其他复合抗酸药","0.0094","DC484","抗酸药","0.1152","DC138","治疗胃酸相关类疾病的药物","0.3623","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","",""
"2714","DR693","甲氧氯普胺片","1","DS499","甲氧氯普胺","0.0748","DG10687","甲氧氯普胺","0.3605","DC478","胃肠动力药","0.8778","DC137","治疗功能性胃肠道疾病的药物","0.0852","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"2715","DR901","醋酸甲地孕酮分散片","1","DS2228","醋酸甲地孕酮","1","DG10124","甲地孕酮","1","DC668","孕甾二烯衍生物","0.625","DC304","孕激素类","0.0497","DC83","生殖系统的性激素和调节剂","0.008","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"2716","DR301","门冬氨酸钾镁注射液","0.5003","DS1571","门冬氨酸钾镁","1","DG12256","门冬氨酸钾镁","0.0163","DC959","电解质溶液","0.9999","DC442","静脉注射液添加剂","0.9848","DC125","血液代用品和灌注液","0.5985","DC24","血液和造血器官药","0.6434","DC2","西药","0.7954","","",""
"2717","DR301","门冬氨酸钾镁注射液","0.5003","DS1571","门冬氨酸钾镁","1","DG12256","门冬氨酸钾镁","1","DC1051","其他心脏病用复方制剂","0.0684","DC517","其他心脏疾病用药","0.6731","DC147","心脏治疗药","0.2061","DC27","心血管系统","0.6531","DC2","西药","0.7954","","",""
"2718","DR71773","血府逐瘀丸","1","DS3678","血府逐瘀丸","1","DG5111","血府逐瘀丸","0.0934","DC200","内科行气活血剂","0.061","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"2719","DR2463","磷霉素钙片","1","DS2632","磷霉素钙","0.125","DG6475","磷霉素","0.1176","DC734","其他抗菌药","0.0416","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2720","DR1681","利福平胶囊","0.1017","DS1204","利福平","1","DG12425","利福平","0.0139","DC910","皮肤病用抗生素类","0.646","DC412","皮肤用局部抗真菌药","1","DC114","皮肤用抗真菌药","0.359","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"2721","DR1681","利福平胶囊","0.1017","DS1204","利福平","1","DG12425","利福平","0.0202","DC857","眼科用抗生素类","0.3675","DC380","眼科用抗感染药","0.0859","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"2722","DR1681","利福平胶囊","0.1017","DS1204","利福平","1","DG12425","利福平","1","DC691","治疗结合病用抗生素类","0.9672","DC312","治疗结核病药","1","DC87","抗分枝杆菌药","0.0026","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2723","DR677","甲硝唑注射液","0.0215","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","0.0626","DC899","其他局部用抗痤疮制剂","0.9323","DC408","局部用抗痤疮药","0.9984","DC112","抗痤疮制剂","0.3111","DC23","皮肤病用药","0.0792","DC2","西药","0.7954","","",""
"2724","DR677","甲硝唑注射液","0.0215","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","1","DC895","硝基咪唑衍生物","1","DC396","治疗阿米巴病和其他原虫病药","0.8317","DC109","抗原虫药","0.3497","DC22","抗寄生虫药，杀虫药和驱虫药","0.0049","DC2","西药","0.7954","","",""
"2725","DR677","甲硝唑注射液","0.0215","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","0.2393","DC733","咪唑衍生物药","0.8459","DC322","其他全身用抗菌药","0.0737","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2726","DR677","甲硝唑注射液","0.0215","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","0.1472","DC684","妇科用咪唑衍生物","0.7469","DC309","抗感染药和抗菌剂，与皮质激素类的复方制剂除外","1","DC85","妇科抗感染药和抗菌剂","0.1497","DC17","泌尿生殖系统药和性激素","0.0872","DC2","西药","0.7954","","",""
"2727","DR677","甲硝唑注射液","0.0215","DS1216","甲硝唑","0.9819","DG11116","甲硝唑","0.3715","DC488","口腔局部治疗用抗感染药和抗菌药","0.5621","DC139","口腔科制剂","0.0222","DC26","消化道和代谢方面的药物","0.3097","DC2","西药","0.7954","","","","","",""
"2728","DR2253","硫酸依替米星氯化钠注射液","1","DS1586","硫酸依替米星氯化钠","0.1785","DG13422","依替米星","0.5967","DC713","其他氨基糖苷类","0.9994","DC317","氨基糖苷类抗菌药","0.0758","DC90","全身用抗菌药","0.9519","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2729","DR1717","注射用还原型谷胱甘肽","1","DS83","还原型谷胱甘肽","0.9795","DG353","还原型谷胱甘肽","0.0159","DC378","其他眼科用药","0.9599","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","","","","",""
"2730","DR1717","注射用还原型谷胱甘肽","1","DS83","还原型谷胱甘肽","0.9795","DG353","还原型谷胱甘肽","0.6797","DC288","解毒药","0.9541","DC80","所有其他治疗药物","0.0458","DC16","杂类","0.2065","DC2","西药","0.7954","","","","","",""
"2731","DR91265","舒眠胶囊","1","DS18142","舒眠胶囊","1","DG8625","舒眠胶囊","0.0629","DC195","内科清肝安神剂","0.2643","DC49","内科安神剂","0.0176","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"2732","DR1034","盐酸乙胺丁醇片","1","DS736","盐酸乙胺丁醇","1","DG3995","乙胺丁醇","1","DC693","其他治疗结核病药","0.0656","DC312","治疗结核病药","1","DC87","抗分枝杆菌药","0.0026","DC18","全身用抗感染药","0.1011","DC2","西药","0.7954","","",""
"2733","DR1781","川黄口服液","1","DS63","川黄口服液","1","DG15","川黄口服液","0.0072","DC199","内科益气活血剂","0.4116","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"2734","DR94860","肾衰宁颗粒","1","DS13691","肾衰宁颗粒","1","DG2537","肾衰宁颗粒","0.0005","DC199","内科益气活血剂","0.4116","DC51","内科祛瘀剂","0.8818","DC10","内科用药","0.9704","DC1","中成药","0.6812","","","","","",""
"2735","DR85331","灭菌注射用水","1","DS21524","灭菌注射用水","1","DG12237","灭菌注射用水","1","DC284","包括灌洗液的溶剂和稀释剂","1","DC79","所有其他非治疗用制品","0.1549","DC16","杂类","0.2065","DC2","西药","0.7954","","","","","",""
"2736","DR31","布林佐胺滴眼液","1","DS1119","布林佐胺","1","DG11731","布林佐胺","1","DC865","碳酸酐酶抑制剂","0.0902","DC381","抗青光眼制剂和缩瞳剂","0.0039","DC106","眼科用药","1","DC21","感觉器官药物","0.402","DC2","西药","0.7954","","",""
"2737","DR314","酒石酸布托啡诺注射液","1","DS978","酒石酸布托啡诺","1","DG12621","布托啡诺","1","DC823","吗啡烷衍生物","0.0637","DC371","阿片类","0.0071","DC103","镇痛药","0.5083","DC20","神经系统药物","0.6013","DC2","西药","0.7954","","",""
