,product_name,trad_name,generic_name,generic_id,real,real_name
14929,首乌延寿胶囊,,首乌延寿胶囊,DS18909,首乌延寿胶囊,首乌延寿胶囊
14930,强身口服液,,强身口服液,DS12082,强身口服液,强身口服液
14931,乌金丸,,乌金丸,DS15658,乌金丸,乌金丸
14932,石龙清血颗粒,,石龙清血颗粒,DS18646,石龙清血颗粒,石龙清血颗粒
14933,银屑灵膏(银屑灵),,银屑灵,DS14372,银屑灵膏(银屑灵),银屑灵膏(银屑灵)
14935,益脉康片,益脉康片,益脉康片,DS1293,益脉康片,益脉康片
14936,人参再造丸,人参再造丸,人参再造丸,DS1327,人参再造丸,人参再造丸
14937,清肺抑火片,清肺抑火片,清肺抑火片,DS1036,清肺抑火片,清肺抑火片
14938,晕痛定片,晕痛定片,晕痛定片,DS916,晕痛定片,晕痛定片
14939,脑乐静片,脑乐静片,脑乐静片,DS3278,脑乐静片,脑乐静片
14941,碳酸钙干混悬剂,,碳酸钙,DS1516,碳酸钙干混悬剂,碳酸钙干混悬剂
14942,红鹿参片,诚年药业,红鹿参片,DS12692,红鹿参片,红鹿参片
14943,连蒲双清片,连蒲双清片,连蒲双清片,DS15453,连蒲双清片,连蒲双清片
14944,乌金片,,乌金片,DS15657,乌金片,乌金片
14945,跌打止痛散,,跌打止痛散,DS16164,跌打止痛散,跌打止痛散
14946,云实感冒合剂,,云实感冒合剂,DS18842,云实感冒合剂,云实感冒合剂
14947,六君生发胶囊,天诚,六君生发胶囊,DS19360,六君生发胶囊,六君生发胶囊
14948,六味丁香片,普兰特,六味丁香片,DS19452,六味丁香片,六味丁香片
14960,养荣祛斑膏,,养荣祛斑膏,DS19806,养荣祛斑膏,养荣祛斑膏
14961,田七补丸,,田七补丸,DS19305,田七补丸,田七补丸
14962,养血饮胶囊,,养血饮胶囊,DS19323,养血饮胶囊,养血饮胶囊
14963,复方白头翁胶囊,仁皇 ,复方白头翁胶囊,DS17968,复方白头翁胶囊,复方白头翁胶囊
14964,复方枸杞子胶囊,亚洲制药 ,复方枸杞子胶囊,DS18471,复方枸杞子胶囊,复方枸杞子胶囊
14965,人参茎叶皂苷片,,人参茎叶皂苷片,DS19070,人参茎叶皂苷片,人参茎叶皂苷片
14966,越橘保和丸,,越橘保和丸,DS12413,越橘保和丸,越橘保和丸
14967,洋参保肺颗粒,,洋参保肺颗粒,DS12438,洋参保肺颗粒,洋参保肺颗粒
14968,增抗宁颗粒,,增抗宁颗粒,DS12466,增抗宁颗粒,增抗宁颗粒
14969,正元胶囊,,正元胶囊,DS12475,正元胶囊,正元胶囊
14970,神康宁丸,,神康宁丸,DS12536,神康宁丸,神康宁丸
14971,养心丸,,养心丸,DS12553,养心丸,养心丸
14972,湿热痹颗粒,,湿热痹颗粒,DS12575,湿热痹颗粒,湿热痹颗粒
14973,苦黄颗粒,苦黄颗粒,苦黄颗粒,DS12600,苦黄颗粒,苦黄颗粒
14974,康妇灵胶囊,康妇灵胶囊,康妇灵胶囊,DS13098,康妇灵胶囊,康妇灵胶囊
14975,注射用阿奇霉素枸橼酸二氢钠,那琦,阿奇霉素枸橼酸二氢钠,DS1225,注射用阿奇霉素枸橼酸二氢钠,注射用阿奇霉素枸橼酸二氢钠
14976,脂肪乳注射液(C14-24),,脂肪乳(C14-24),DS3125,脂肪乳注射液(C14-24),脂肪乳注射液(C14-24)
14977,烟酸缓释片,烟酸缓释片,烟酸,DS245,烟酸缓释片,烟酸缓释片
14978,除湿白带丸,除湿白带丸,除湿白带丸,DS561,除湿白带丸,除湿白带丸
14979,兰索拉唑胶囊,,兰索拉唑,DS1931,兰索拉唑胶囊,兰索拉唑胶囊
14980,抗病毒片,抗病毒片,抗病毒片,DS2045,抗病毒片,抗病毒片
14981,复方板蓝根颗粒,裕民,复方板蓝根颗粒,DS14912,复方板蓝根颗粒,复方板蓝根颗粒
14982,止血片,止血片,止血片,DS15688,止血片,止血片
14983,康妇凝胶,康妇凝胶,康妇凝胶,DS15735,康妇凝胶,康妇凝胶
14984,坤宁口服液,坤宁口服液,坤宁口服液,DS15764,坤宁口服液,坤宁口服液
14985,前列舒乐颗粒,,前列舒乐颗粒,DS15806,前列舒乐颗粒,前列舒乐颗粒
14986,胃复春片,胃复春片,胃复春片,DS15846,胃复春片,胃复春片
14987,片仔癀,,片仔癀,DS15883,片仔癀,片仔癀
14988,芩玄解毒口服液,,芩玄解毒口服液,DS15899,芩玄解毒口服液,芩玄解毒口服液
14989,复方满山红胶囊,长红,复方满山红胶囊,DS16039,复方满山红胶囊,复方满山红胶囊
14990,伤湿宝珍膏,,伤湿宝珍膏,DS14172,伤湿宝珍膏,伤湿宝珍膏
14991,豨莶片,,豨莶片,DS14198,豨莶片,豨莶片
14992,七味红花殊胜散,,七味红花殊胜散,DS14252,七味红花殊胜散,七味红花殊胜散
14993,熟三七丸,,熟三七丸,DS19369,熟三七丸,熟三七丸
14994,益气复脉口服液,,益气复脉口服液,DS19390,益气复脉口服液,益气复脉口服液
14995,颐和春颗粒,,颐和春颗粒,DS18740,颐和春颗粒,颐和春颗粒
14996,左金片,,左金片,DS13121,左金片,左金片
14997,小儿清热利肺口服液,,小儿清热利肺口服液,DS13143,小儿清热利肺口服液,小儿清热利肺口服液
14998,山海丹颗粒,,山海丹颗粒,DS13184,山海丹颗粒,山海丹颗粒
14999,金黄利胆胶囊,金黄利胆胶囊,金黄利胆胶囊,DS13214,金黄利胆胶囊,金黄利胆胶囊
15000,苓麦消食颗粒,,苓麦消食颗粒,DS13292,苓麦消食颗粒,苓麦消食颗粒
15001,妇科养坤丸,双士,妇科养坤丸,DS14028,妇科养坤丸,妇科养坤丸
15002,金栀洁龈含漱液,口宝,金栀洁龈含漱液,DS16138,金栀洁龈含漱液,金栀洁龈含漱液
15003,楂明调脂颗粒,,楂明调脂颗粒,DS15519,楂明调脂颗粒,楂明调脂颗粒
15004,八味獐牙菜片,,八味獐牙菜片,DS14939,八味獐牙菜片,八味獐牙菜片
15005,吲达帕胺缓释片,圣畅,吲达帕胺,DS1596,吲达帕胺缓释片,吲达帕胺缓释片
15006,乙酰麦迪霉素干混悬剂,,乙酰麦迪霉素,DS20264,乙酰麦迪霉素干混悬剂,乙酰麦迪霉素干混悬剂
15007,补中益气丸(浓缩丸),补中益气丸(浓缩丸),补中益气丸,DS1118,补中益气丸(浓缩丸),补中益气丸(浓缩丸)
15008,羊藿三七胶囊,,羊藿三七胶囊,DS13221,羊藿三七胶囊,羊藿三七胶囊
15009,丹参注射液,丹参注射液,丹参注射液,DS667,丹参注射液,丹参注射液
15011,常通舒颗粒,,常通舒颗粒,DS17465,常通舒颗粒,常通舒颗粒
15012,杜仲颗粒,天方药业,杜仲颗粒,DS18156,杜仲颗粒,杜仲颗粒
15013,肺宁分散片,五加参,肺宁分散片,DS17827,肺宁分散片,肺宁分散片
15014,复方枸杞子颗粒,东莞亚洲制药,复方枸杞子颗粒,DS18472,复方枸杞子颗粒,复方枸杞子颗粒
15015,骨增消胶囊,海外制药,骨增消胶囊,DS19596,骨增消胶囊,骨增消胶囊
15016,化毒散,同仁堂,化毒散,DS15391,化毒散,化毒散
15017,颈通颗粒,德峰,颈通颗粒,DS19853,颈通颗粒,颈通颗粒
15018,更年灵片,百信药业,更年灵片,DS18795,更年灵片,更年灵片
15019,骨增生镇痛膏,粤威,骨增生镇痛膏,DS19545,骨增生镇痛膏,骨增生镇痛膏
15020,复方金黄连糖浆,复方金黄连糖浆,复方金黄连糖浆,DS18502,复方金黄连糖浆,复方金黄连糖浆
15021,润肺止嗽丸,润肺止嗽丸,润肺止嗽丸,DS18530,润肺止嗽丸,润肺止嗽丸
15022,紫花杜鹃片,,紫花杜鹃片,DS18547,紫花杜鹃片,紫花杜鹃片
15023,耆鹿逐痹口服液,,耆鹿逐痹口服液,DS18883,耆鹿逐痹口服液,耆鹿逐痹口服液
15024,首志健脑颗粒,,首志健脑颗粒,DS18910,首志健脑颗粒,首志健脑颗粒
15025,蚁灵口服液,,蚁灵口服液,DS18927,蚁灵口服液,蚁灵口服液
15026,蚕鹿口服液,,蚕鹿口服液,DS17205,蚕鹿口服液,蚕鹿口服液
15028,桂附地黄丸 (浓缩丸),桂附地黄丸 (浓缩丸),桂附地黄丸,DS610,桂附地黄丸 (浓缩丸),桂附地黄丸 (浓缩丸)
15029,止喘灵口服液,止喘灵口服液,止喘灵口服液,DS1358,止喘灵口服液,止喘灵口服液
15032,玉屏风口服液,玉屏风口服液,玉屏风口服液,DS666,玉屏风口服液,玉屏风口服液
15033,明目地黄丸,明目地黄丸,明目地黄丸,DS1364,明目地黄丸,明目地黄丸
15034,辅酶Q10注射液,明兴,辅酶Q10,DS740,辅酶Q10注射液,辅酶Q10注射液
15038,孕三烯酮胶囊,言昌,孕三烯酮,DS318,孕三烯酮胶囊,孕三烯酮胶囊
15039,右旋糖酐70滴眼液,润齐,右旋糖酐70,DS1368,右旋糖酐70滴眼液,右旋糖酐70滴眼液
15040,花红片,花红片,花红片,DS1369,花红片,花红片
15041,宁坤养血丸,宁坤养血丸,宁坤养血丸,DS673,宁坤养血丸,宁坤养血丸
15042,蜜炼川贝枇杷膏,蜜炼川贝枇杷膏,蜜炼川贝枇杷膏,DS2768,蜜炼川贝枇杷膏,蜜炼川贝枇杷膏
15043,开塞露,开塞露,开塞露,DS324,开塞露,开塞露
15044,海昆肾喜胶囊,海昆肾喜胶囊,海昆肾喜胶囊,DS2409,海昆肾喜胶囊,海昆肾喜胶囊
15046,十味龙胆花颗粒,十味龙胆花颗粒,十味龙胆花颗粒,DS3390,十味龙胆花颗粒,十味龙胆花颗粒
15048,开喉剑喷雾剂,开喉剑喷雾剂,开喉剑喷雾剂,DS2107,开喉剑喷雾剂,开喉剑喷雾剂
15049,利福喷丁胶囊,利福喷丁胶囊,利福喷丁,DS2774,利福喷丁胶囊,利福喷丁胶囊
15050,注射用氨甲环酸,力达非,氨甲环酸,DS439,注射用氨甲环酸,注射用氨甲环酸
15051,脑蛋白水解物注射液,韦司太,脑蛋白水解物,DS497,脑蛋白水解物注射液,脑蛋白水解物注射液
15052,复方海狗肾口服液,复方海狗肾口服液,复方海狗肾口服液,DS840,复方海狗肾口服液,复方海狗肾口服液
15053,七生力片,七生力片,七生力片,DS3520,七生力片,七生力片
15054,烟酸占替诺氯化钠注射液,烟酸占替诺氯化钠注射液,烟酸占替诺氯化钠,DS3542,烟酸占替诺氯化钠注射液,烟酸占替诺氯化钠注射液
15056,枣仁安神胶囊,枣仁安神胶囊,枣仁安神胶囊,DS330,枣仁安神胶囊,枣仁安神胶囊
15058,脑蛋白水解物片,古立西,脑蛋白水解物,DS497,脑蛋白水解物片,脑蛋白水解物片
15059,沉香安神散,蒙药,沉香安神散,DS19413,沉香安神散,沉香安神散
15060,当归芍药颗粒,,当归芍药颗粒,DS14006,当归芍药颗粒,当归芍药颗粒
15061,儿感退热宁口服液,,儿感退热宁口服液,DS16754,儿感退热宁口服液,儿感退热宁口服液
15062,复方地锦胶囊,利君秦岭,复方地锦胶囊,DS17970,复方地锦胶囊,复方地锦胶囊
15063,感冒灵片,感冒灵片,感冒灵片,DS14837,感冒灵片,感冒灵片
15064,归肾丸,中侨,归肾丸,DS18957,归肾丸,归肾丸
15065,复方甲麻口服溶液,康裕登通,复方甲麻,DS20792,复方甲麻口服溶液,复方甲麻口服溶液
15066,复方右旋糖酐70滴眼液,,复方右旋糖酐70,DS21124,复方右旋糖酐70滴眼液,复方右旋糖酐70滴眼液
15067,木糖醇片,,木糖醇,DS1689,木糖醇片,木糖醇片
15068,米氮平口腔崩解片,,米氮平,DS692,米氮平口腔崩解片,米氮平口腔崩解片
15072,解毒维康胶囊,,解毒维康胶囊,DS15405,解毒维康胶囊,解毒维康胶囊
15073,景天三七片,,景天三七片,DS12225,景天三七片,景天三七片
15074,锯叶棕果实提取物软胶囊,,锯叶棕果实提取物软胶囊,DS13610,锯叶棕果实提取物软胶囊,锯叶棕果实提取物软胶囊
15075,抗蝮蛇毒血清,,抗蝮蛇毒血清,DS22420,抗蝮蛇毒血清,抗蝮蛇毒血清
15076,虫草洋参胶囊,,虫草洋参胶囊,DS11997,虫草洋参胶囊,虫草洋参胶囊
15077,催乳丸,催乳丸,催乳丸,DS13993,催乳丸,催乳丸
15078,二十五味阿魏散,神猴药业,二十五味阿魏散,DS19420,二十五味阿魏散,二十五味阿魏散
15079,复方虫草养血颗粒,东泰制药,复方虫草养血颗粒,DS18468,复方虫草养血颗粒,复方虫草养血颗粒
15080,养肝还睛丸,,养肝还睛丸,DS14681,养肝还睛丸,养肝还睛丸
15081,银翘双解栓,银翘双解栓,银翘双解栓,DS14706,银翘双解栓,银翘双解栓
15082,雪莲药酒,,雪莲药酒,DS14731,雪莲药酒,雪莲药酒
15083,参鹿扶正胶囊,,参鹿扶正胶囊,DS18773,参鹿扶正胶囊,参鹿扶正胶囊
15084,产后补丸,,产后补丸,DS14572,产后补丸,产后补丸
15085,疮疡膏,金诺,疮疡膏,DS15556,疮疡膏,疮疡膏
15086,冬茸补肾胶囊,,冬茸补肾胶囊,DS17213,冬茸补肾胶囊,冬茸补肾胶囊
15087,苦黄注射液,苦黄注射液,苦黄注射液,DS13785,苦黄注射液,苦黄注射液
15088,复方风湿搽剂,西安太极药业,复方风湿搽剂,DS13583,复方风湿搽剂,复方风湿搽剂
15089,海马强肾丸,大唐药业,海马强肾丸,DS18229,海马强肾丸,海马强肾丸
15090,降糖通脉胶囊,青海大地,降糖通脉胶囊,DS12038,降糖通脉胶囊,降糖通脉胶囊
15091,太子保心口服液,,太子保心口服液,DS12745,太子保心口服液,太子保心口服液
15092,消渴通脉口服液,消渴通脉口服液,消渴通脉口服液,DS12430,消渴通脉口服液,消渴通脉口服液
15093,参贝咳喘丸,,参贝咳喘丸,DS16019,参贝咳喘丸,参贝咳喘丸
15094,麝香心脑通胶囊,,麝香心脑通胶囊,DS13016,麝香心脑通胶囊,麝香心脑通胶囊
15095,香砂平胃丸,香砂平胃丸,香砂平胃丸,DS17551,香砂平胃丸,香砂平胃丸
15096,舒心降脂片,舒心降脂片,舒心降脂片,DS12735,舒心降脂片,舒心降脂片
15097,血康口服液,,血康口服液,DS12790,血康口服液,血康口服液
15098,珠贝定喘丸,,珠贝定喘丸,DS16987,珠贝定喘丸,珠贝定喘丸
15099,参麦止嗽糖浆,,参麦止嗽糖浆,DS16021,参麦止嗽糖浆,参麦止嗽糖浆
15100,多动宁胶囊,灵佑,多动宁胶囊,DS18465,多动宁胶囊,多动宁胶囊
15101,蜂胶牙泰,华联云蜂,蜂胶牙泰,DS16132,蜂胶牙泰,蜂胶牙泰
15102,骨骼风痛胶囊,海外制药 ,骨骼风痛胶囊,DS14128,骨骼风痛胶囊,骨骼风痛胶囊
15103,国公酒,华茸堂,国公酒,DS14238,国公酒,国公酒
15104,枣椹安神口服液,,枣椹安神口服液,DS19230,枣椹安神口服液,枣椹安神口服液
15105,抗痨胶囊,三金药业,抗痨胶囊,DS19285,抗痨胶囊,抗痨胶囊
15106,茸血补心丸,,茸血补心丸,DS12535,茸血补心丸,茸血补心丸
15107,鸢都寒痹药酒料,,鸢都寒痹药酒料,DS14743,鸢都寒痹药酒料,鸢都寒痹药酒料
15108,复方无花果含片,苏中,复方无花果含片,DS15375,复方无花果含片,复方无花果含片
15110,注射用多种维生素（12）,,多种维生素(12),DS22458,注射用多种维生素（12）,注射用多种维生素（12）
15111,胃痛平胶囊,,胃痛平胶囊,DS11966,胃痛平胶囊,胃痛平胶囊
15112,复肝宁胶囊,,复肝宁胶囊,DS17669,复肝宁胶囊,复肝宁胶囊
15113,精制银翘解毒胶囊,,精制银翘解毒胶囊,DS22944,精制银翘解毒胶囊,精制银翘解毒胶囊
15114,复方大红袍止血片,,复方大红袍止血片,DS12217,复方大红袍止血片,复方大红袍止血片
15116,吸附破伤风疫苗,,吸附破伤风疫苗,DS22081,吸附破伤风疫苗,吸附破伤风疫苗
15118,聚甲酚磺醛阴道栓,聚甲酚磺醛阴道栓,聚甲酚磺醛,DS1694,聚甲酚磺醛阴道栓,聚甲酚磺醛阴道栓
15119,聚维酮碘阴道泡腾片,,聚维酮碘,DS21615,聚维酮碘阴道泡腾片,聚维酮碘阴道泡腾片
15120,卡前列甲酯栓,卡孕,卡前列甲酯,DS21648,卡前列甲酯栓,卡前列甲酯栓
15121,糠酸莫米松鼻喷雾剂,糠酸莫米松鼻喷雾剂,糠酸莫米松,DS2741,糠酸莫米松鼻喷雾剂,糠酸莫米松鼻喷雾剂
15122,克拉屈滨注射液,艾博定,克拉屈滨,DS21674,克拉屈滨注射液,克拉屈滨注射液
15124,复方氟尿嘧啶注射液,,复方氟尿嘧啶,DS20762,复方氟尿嘧啶注射液,复方氟尿嘧啶注射液
15125,锝[99mTc]植酸盐注射液,,锝[99mTc]植酸盐,DS20383,锝[99mTc]植酸盐注射液,锝[99mTc]植酸盐注射液
15127,地塞米松植入剂,,地塞米松,DS21890,地塞米松植入剂,地塞米松植入剂
15128,碘化油软胶囊,,碘化油,DS222,碘化油软胶囊,碘化油软胶囊
15129,丁溴东莨菪碱注射液,,丁溴东莨菪碱,DS2381,丁溴东莨菪碱注射液,丁溴东莨菪碱注射液
15130,对乙酰氨基酚滴剂,,对乙酰氨基酚,DS92,对乙酰氨基酚滴剂,对乙酰氨基酚滴剂
15131,对乙酰氨基酚口腔崩解片,,对乙酰氨基酚,DS92,对乙酰氨基酚口腔崩解片,对乙酰氨基酚口腔崩解片
15132,对乙酰氨基酚维生素C泡腾片,,对乙酰氨基酚维生素C,DS20442,对乙酰氨基酚维生素C泡腾片,对乙酰氨基酚维生素C泡腾片
15133,多维元素胶囊(16),,多维元素(16),DS20459,多维元素胶囊(16),多维元素胶囊(16)
15134,恩曲他滨片,惠尔丁,恩曲他滨,DS20478,恩曲他滨片,恩曲他滨片
15135,二甲双胍格列本脲胶囊,泰比,二甲双胍格列本脲,DS20481,二甲双胍格列本脲胶囊,二甲双胍格列本脲胶囊
15136,二维葡钙片,,二维葡钙,DS20497,二维葡钙片,二维葡钙片
15137,右酮洛芬胶囊,,右酮洛芬,DS20100,右酮洛芬胶囊,右酮洛芬胶囊
15138,右旋糖酐铁口服溶液,,右旋糖酐铁,DS1910,右旋糖酐铁口服溶液,右旋糖酐铁口服溶液
15139,愈创蓝油烃软膏,,愈创蓝油烃,DS20080,愈创蓝油烃软膏,愈创蓝油烃软膏
15140,愈酚伪麻片,,愈酚伪麻,DS21893,愈酚伪麻片,愈酚伪麻片
15142,碱式水杨酸铋干混悬剂,悉欣,碱式水杨酸铋,DS21569,碱式水杨酸铋干混悬剂,碱式水杨酸铋干混悬剂
15143,二乙酰氨乙酸乙二胺氯化钠注射液,君怡,二乙酰氨乙酸乙二胺氯化钠,DS20509,二乙酰氨乙酸乙二胺氯化钠注射液,二乙酰氨乙酸乙二胺氯化钠注射液
15144,法莫替丁葡萄糖注射液,博拉康唯,法莫替丁葡萄糖,DS20520,法莫替丁葡萄糖注射液,法莫替丁葡萄糖注射液
15147,伏格列波糖胶囊,,伏格列波糖,DS2558,伏格列波糖胶囊,伏格列波糖胶囊
15148,氟芬那酸片,,氟芬那酸,DS20593,氟芬那酸片,氟芬那酸片
15149,氟尿嘧啶口服乳,,氟尿嘧啶,DS478,氟尿嘧啶口服乳,氟尿嘧啶口服乳
15150,辅酶Q10氯化钠注射液,合夫,辅酶Q10氯化钠,DS20620,辅酶Q10氯化钠注射液,辅酶Q10氯化钠注射液
15151,复方氨酚甲麻口服液,纳尔平,复方氨酚甲麻,DS20636,复方氨酚甲麻口服液,复方氨酚甲麻口服液
15152,噎膈丸,,噎膈丸,DS15200,噎膈丸,噎膈丸
15153,甘参胶囊,茂祥制药,甘参胶囊,DS14453,甘参胶囊,甘参胶囊
15154,惊风七厘散,三鹤药业,惊风七厘散,DS16310,惊风七厘散,惊风七厘散
15155,单硝酸异山梨酯胶丸,舒必莱特,单硝酸异山梨酯,DS1952,单硝酸异山梨酯胶丸,单硝酸异山梨酯胶丸
15156,牡蛎碳酸钙颗粒,,牡蛎碳酸钙,DS1619,牡蛎碳酸钙颗粒,牡蛎碳酸钙颗粒
15158,清热安宫丸,清热安宫丸,清热安宫丸,DS2055,清热安宫丸,清热安宫丸
15160,宝宝乐咀嚼片,,宝宝乐咀嚼片,DS16344,宝宝乐咀嚼片,宝宝乐咀嚼片
15162,正胃片,正胃片,正胃片,DS1381,正胃片,正胃片
15163,谷维素双维B片,谷维素双维B片,谷维素双维B,DS2150,谷维素双维B片,谷维素双维B片
15164,骨刺消痛液,骨刺消痛液,骨刺消痛液,DS2833,骨刺消痛液,骨刺消痛液
15165,氧氟沙星葡萄糖注射液,,氧氟沙星葡萄糖,DS3062,氧氟沙星葡萄糖注射液,氧氟沙星葡萄糖注射液
15166,标准桃金娘油肠溶胶囊（成人装）,,标准桃金娘油肠溶胶囊(成人装),DS3475,标准桃金娘油肠溶胶囊（成人装）,标准桃金娘油肠溶胶囊（成人装）
15167,葡甘聚糖胶囊,,葡甘聚糖,DS21371,葡甘聚糖胶囊,葡甘聚糖胶囊
15168,吲哚美辛片,吲哚美辛片,吲哚美辛,DS1875,吲哚美辛片,吲哚美辛片
15169,环轮宁注射液,,环轮宁,DS21383,环轮宁注射液,环轮宁注射液
15170,右旋布洛芬栓,,右旋布洛芬,DS20098,右旋布洛芬栓,右旋布洛芬栓
15173,鲜益母草胶囊,鲜益母草胶囊,鲜益母草胶囊,DS15661,鲜益母草胶囊,鲜益母草胶囊
15174,止痛化癥片,,止痛化癥片,DS18074,止痛化癥片,止痛化癥片
15175,替加氟胶囊,替加氟胶囊,替加氟,DS870,替加氟胶囊,替加氟胶囊
15176,芩苓子阴道灌注液,,芩苓子阴道灌注液,DS14814,芩苓子阴道灌注液,芩苓子阴道灌注液
15177,人参首乌精,,人参首乌精,DS17353,人参首乌精,人参首乌精
15179,黄芩素铝胶囊,黄河药业,黄芩素铝胶囊,DS17987,黄芩素铝胶囊,黄芩素铝胶囊
15184,左羟丙哌嗪口服溶液,可畅,左羟丙哌嗪,DS19977,左羟丙哌嗪口服溶液,左羟丙哌嗪口服溶液
15185,左西孟旦注射液,海合天欣,左西孟旦,DS19970,左西孟旦注射液,左西孟旦注射液
15186,百花定喘丸,,百花定喘丸,DS17794,百花定喘丸,百花定喘丸
15187,保和丸(水丸),保和丸(水丸),保和丸,DS1555,保和丸(水丸),保和丸(水丸)
15188,蒲地蓝消炎片,蒲地蓝消炎片,蒲地蓝消炎片,DS15886,蒲地蓝消炎片,蒲地蓝消炎片
15189,消栓肠溶胶囊,消栓肠溶胶囊,消栓肠溶胶囊,DS17541,消栓肠溶胶囊,消栓肠溶胶囊
15190,注射用胰蛋白酶,,胰蛋白酶,DS20291,注射用胰蛋白酶,注射用胰蛋白酶
15191,注射用氨曲南,,氨曲南,DS1247,注射用氨曲南,注射用氨曲南
15192,注射用玻璃酸酶,,玻璃酸酶,DS20210,注射用玻璃酸酶,注射用玻璃酸酶
15193,注射用单硝酸异山梨酯,欣奥乐,单硝酸异山梨酯,DS1952,注射用单硝酸异山梨酯,注射用单硝酸异山梨酯
15194,注射用氟康唑,美狄克,氟康唑,DS2000,注射用氟康唑,注射用氟康唑
15196,注射用卡托普利,邦德美,卡托普利,DS505,注射用卡托普利,注射用卡托普利
15198,注射用木糖醇,,木糖醇,DS1689,注射用木糖醇,注射用木糖醇
15199,注射用齐多夫定,,齐多夫定,DS21337,注射用齐多夫定,注射用齐多夫定
15201,松龄血脉康胶囊,康弘,松龄血脉康胶囊,DS1736,松龄血脉康胶囊,松龄血脉康胶囊
15202,组织胺人免疫球蛋白,,组织胺人免疫球蛋白,DS19931,组织胺人免疫球蛋白,组织胺人免疫球蛋白
15203,复方熊胆乙肝胶囊,复方熊胆乙肝胶囊,复方熊胆乙肝胶囊,DS17666,复方熊胆乙肝胶囊,复方熊胆乙肝胶囊
15204,连翘四味胶囊,,连翘四味胶囊,DS3728,连翘四味胶囊,连翘四味胶囊
15205,乙酰吉他霉素片,乙酰吉他霉素片,乙酰吉他霉素,DS1167,乙酰吉他霉素片,乙酰吉他霉素片
15206,大活络胶囊,大活络胶囊,大活络胶囊,DS1681,大活络胶囊,大活络胶囊
15208,外用重组人碱性成纤维细胞生长因子,扶济复,重组人碱性成纤维细胞生长因子,DS618,外用重组人碱性成纤维细胞生长因子,外用重组人碱性成纤维细胞生长因子
15209,复方电解质眼内冲洗液,,复方电解质,DS3660,复方电解质眼内冲洗液,复方电解质眼内冲洗液
15210,新雪片,新雪片,新雪片,DS13142,新雪片,新雪片
15211,参茸灵芝胶囊,参茸灵芝胶囊,参茸灵芝胶囊,DS2351,参茸灵芝胶囊,参茸灵芝胶囊
15212,益母草膏,益母草膏,益母草膏,DS2352,益母草膏,益母草膏
15213,舒血宁注射液,舒血宁注射液,舒血宁注射液,DS1683,舒血宁注射液,舒血宁注射液
15214,普拉洛芬滴眼液,普南扑灵,普拉洛芬,DS2723,普拉洛芬滴眼液,普拉洛芬滴眼液
15215,阿胶补血膏,阿胶补血膏,阿胶补血膏,DS1324,阿胶补血膏,阿胶补血膏
15216,黄藤素栓,黄藤素栓,黄藤素栓,DS1328,黄藤素栓,黄藤素栓
15217,三七养血胶囊,三七养血胶囊,三七养血胶囊,DS2725,三七养血胶囊,三七养血胶囊
15218,替加氟氯化钠注射液,岐星,替加氟氯化钠,DS20088,替加氟氯化钠注射液,替加氟氯化钠注射液
15219,小牛血去蛋白提取物氯化钠注射液,柏多瑞,小牛血去蛋白提取物氯化钠,DS20463,小牛血去蛋白提取物氯化钠注射液,小牛血去蛋白提取物氯化钠注射液
15221,注射用抗肿瘤免疫核糖核酸,注射用抗肿瘤免疫核糖核酸,抗肿瘤免疫核糖核酸,DS628,注射用抗肿瘤免疫核糖核酸,注射用抗肿瘤免疫核糖核酸
15222,鱼腥草滴眼液,鱼腥草滴眼液,鱼腥草滴眼液,DS631,鱼腥草滴眼液,鱼腥草滴眼液
15223,利脑心胶囊,利脑心胶囊,利脑心胶囊,DS633,利脑心胶囊,利脑心胶囊
15224,美洛昔康片,美洛昔康片,美洛昔康,DS634,美洛昔康片,美洛昔康片
15225,氨酚伪麻那敏分散片,新立克,氨酚伪麻那敏,DS162,氨酚伪麻那敏分散片,氨酚伪麻那敏分散片
15226,养血调经膏,养血调经膏,养血调经膏,DS2732,养血调经膏,养血调经膏
15227,通络活血胶囊,通络活血胶囊,通络活血胶囊,DS1691,通络活血胶囊,通络活血胶囊
15230,复方地龙胶囊,复方地龙胶囊,复方地龙胶囊,DS639,复方地龙胶囊,复方地龙胶囊
15231,L-门冬氨酸氨氯地平片,力斯得,L-门冬氨酸氨氯地平,DS2368,L-门冬氨酸氨氯地平片,L-门冬氨酸氨氯地平片
15232,扎来普隆分散片,安云,扎来普隆,DS1513,扎来普隆分散片,扎来普隆分散片
15234,注射用氨甲苯酸,奥瑞艾,氨甲苯酸,DS2599,注射用氨甲苯酸,注射用氨甲苯酸
15235,莲芝消炎胶囊,莲芝消炎胶囊,莲芝消炎胶囊,DS3150,莲芝消炎胶囊,莲芝消炎胶囊
15236,冻干人凝血酶,舒平莱士,人凝血酶,DS3294,冻干人凝血酶,冻干人凝血酶
15238,十一味金色丸,十一味金色丸,十一味金色丸,DS2738,十一味金色丸,十一味金色丸
15242,熊胆胶囊,熊胆胶囊,熊胆胶囊,DS15753,熊胆胶囊,熊胆胶囊
15244,舟车丸,舟车丸,舟车丸,DS2074,舟车丸,舟车丸
15245,灵芝颗粒,灵芝颗粒,灵芝颗粒,DS805,灵芝颗粒,灵芝颗粒
15246,复方一枝蒿片,黄河药业,复方一枝蒿片,DS15380,复方一枝蒿片,复方一枝蒿片
