,ID,PRODUCT_NAME,TRAD_NAME,CHINESE_PATENT_MEDICINE,SMALL_GENERIC_ID,LABEL_FORM_CODE,ACTUAL_FORM_CODE,DRUG_RULE_TYPE,CHRONIC_DRUG,TERM_ID,UPDATE_TIME,UPDATE_BY,DRUG_CODE,SPEC,PACK_SPEC,DOSAGE_UNIT,MIN_UNIT,MAX_UNIT,DOSAGE_UNIT_MIN_SCALE,MIN_UNIT_MAX_SCALE,SPEC_UNIT_MAX_SCALE,EXCEL_CODE,ACTUAL_FORM_NAME,IS_SUBMIT,IS_ENABLE,DRUG_TYPE,CREATE_TIME,STANDARD,PACK,DOSE_VERIFICATION,IS_PUBLISH,SF_FZYY,BIG_GENERIC_CODE,DISPOSED_PRODUCT_NAME,PY
14617,14618,DR93213,香菇多糖片,1,DS15314,1,101,0,0,2015/3/20,13:43,gutingting,157565,1,1,SI8575,1,0,香菇多糖片,xiangguduotangpian,,,,,,,,,,,,,,,
14618,14619,DR96396,首乌强身片,1,DS18907,1,101,0,0,2015/3/25,14:59,gutingting,177887,1,1,SI8522,1,0,首乌强身片,shouwuqiangshenpian,,,,,,,,,,,,,,,
14619,14620,DR100788,重组人表皮生长因子衍生物滴眼液,金因舒,0,DS22026,15,1502,0,0,2015/11/19,13:16,gutingting,190086,1,1,1,0,重组人表皮生长因子衍生物滴眼液,zhongzurenbiaopishengzhangyinziyanshengwudiyanye,,,,,,,,,,,,,,,
14620,14621,DR99797,健骨注射液,百会药业,1,DS19850,19,1902,0,0,2015/1/27,10:16,lujingjing,179959,1,1,SI8593,1,0,健骨注射液,jianguzhusheye,,,,,,,,,,,,,,
14621,14622,DR103183,复方蓝花柴胡颗粒,1,DS23360,5,501,0,0,2016/12/20,15:37,zhengbingwei,1,1,1,0,复方蓝花柴胡颗粒,fufanglanhuachaihukeli,,,,,,,,,,,,,,,,,
14622,14623,DR103195,高渗羟乙基淀粉200/0.5氯化钠注射液,0,DS23371,19,1902,0,0,2016/12/30,14:18,zhengbingwei,1,1,1,0,高渗羟乙基淀粉200/0.5氯化钠注射液,gaoshenqiangyijidianfen200/0.5lu:huanazhusheye,,,,,,,,,,,,,,,,,
14623,14624,DR103212,姜黄通络胶囊,1,DS23387,1,102,0,0,2017/1/4,13:16,zhengbingwei,1,1,1,0,姜黄通络胶囊,jianghuangtongluojiaonang,,,,,,,,,,,,,,,,,
14624,14625,DR103220,精蛋白重组人胰岛素混合注射液(40/60),0,DS23394,19,1902,0,0,2017/1/4,14:12,zhengbingwei,1,1,SI409,1,0,精蛋白重组人胰岛素混合注射液(40/60),jingdanbaizhongzurenyidaosuhunhezhusheye(40/60),,,,,,,,,,,,,,,,
14625,14626,DR94109,八宝盐蛇散,1,DS16305,6,601,0,0,2017/3/15,13:36,gusuli,1,1,SI8502,1,0,八宝盐蛇散,babaoyanshesan,,,,,,,,,,,,,,,,
14626,14627,DR103371,鹿骨胶,1,DS23425,49,4901,0,0,2017/4/7,13:58,zhengbingwei,1,1,2017/4/7,13:58,1,0,鹿骨胶,lugujiao,,,,,,,,,,,,,,,
14627,14628,DR103357,复方电解质葡萄糖注射液-M3B,0,DS22502,19,1902,0,0,2017/4/7,13:40,sunmingquan,1,1,SI469,2017/4/7,13:40,1,0,复方电解质葡萄糖注射液-m3b,fufangdianjiezhiputaotangzhusheye-m3b,,,,,,,,,,,,,,
14628,14629,DR103335,重组人促卵泡激素注射液,0,DS929,19,1902,0,0,2017/4/7,10:13,wangqiang,1,1,SI645,2017/4/7,10:13,1,0,重组人促卵泡激素注射液,zhongzurenculuanpaojisuzhusheye,,,,,,,,,,,,,,
14629,14630,DR103312,小儿氨基酸注射液,0,DS20564,19,1902,0,0,2017/4/6,13:40,wangqiang,1,1,SI468,2017/4/6,13:40,1,0,小儿氨基酸注射液,xiaoeranjisuanzhusheye,,,,,,,,,,,,,,
14630,14631,DR102528,复方乌鸡胶囊,1,DS14585,1,102,0,0,2017/5/10,14:34,sunmingquan,1,1,SI8581,1,0,复方乌鸡胶囊,fufangwujijiaonang,,,,,,,,,,,,,,,,
14631,14632,DR95581,降脂减肥胶囊,降脂减肥胶囊,1,DS14496,1,102,0,1,2014/11/11,10:30,zhoubin,195977,1,1,SI8567,1,0,降脂减肥胶囊,jiangzhijianfeijiaonang,,,,,,,,,,,,,,
14632,14633,DR96063,舒肝益脾胶囊,1,DS15036,1,102,0,0,2015/3/12,9:25,gulingling,245709,1,1,SI8500,1,0,舒肝益脾胶囊,shuganyipijiaonang,,,,,,,,,,,,,,,
14633,14634,DR90673,偏瘫复原丸,1,DS12801,4,401,0,0,2015/2/2,13:49,gutingting,251338,1,1,SI8546,1,0,偏瘫复原丸,piantanfuyuanwan,,,,,,,,,,,,,,,
14634,14635,DR97286,外用舒筋酊,1,DS19573,10,1007,0,0,2015/4/3,10:35,gulingling,129424,1,1,SI8594,1,0,外用舒筋酊,waiyongshujinding,,,,,,,,,,,,,,,
14635,14636,DR100154,口腔溃疡含片,海欣制药,1,DS15436,1,10108,0,0,2015/2/6,15:37,lujingjing,247997,1,1,SI8497,1,0,口腔溃疡含片,kouqiangkuiyanghanpian,,,,,,,,,,,,,,
14636,14637,DR98163,大株红景天片,大株红景天片,1,DS11861,1,101,0,1,2015/1/27,10:36,gulingling,260310,1,1,SI8537,1,0,大株红景天片,dazhuhongjingtianpian,,,,,,,,,,,,,,
14637,14638,DR92533,外感平安颗粒,1,DS17449,5,501,0,0,2015/3/31,10:46,gulingling,90915,1,1,SI8493,1,0,外感平安颗粒,waiganpingankeli,,,,,,,,,,,,,,,
14638,14639,DR91559,卫生宝丸,1,DS16350,4,401,0,0,2015/4/1,11:24,gulingling,143673,1,1,SI8489,1,0,卫生宝丸,weishengbaowan,,,,,,,,,,,,,,,
14639,14640,DR96565,肾炎灵颗粒,1,DS19266,5,501,0,0,2015/4/2,16:10,gulingling,86428,1,1,SI8520,1,0,肾炎灵颗粒,shenyanlingkeli,,,,,,,,,,,,,,,
14640,14641,DR86545,盖胃平片,0,DS22802,1,101,0,0,2015/7/8,11:00,gulingling,146057,片剂,1,1,1,0,盖胃平片,gaiweipingpian,,,,,,,,,,,,,,,
14641,14642,DR86567,甘磷酰芥片,0,DS21210,1,101,0,0,2015/5/28,14:47,gutingting,180732,片剂,1,1,SI755,1,0,甘磷酰芥片,ganlinxianjiepian,,,,,,,,,,,,,,
14642,14643,DR85828,塞替派注射液,0,DS21170,19,1902,0,0,2015/7/13,14:18,gulingling,246225,注射液,1,1,SI758,1,0,塞替派注射液,saitipaizhusheye,,,,,,,,,,,,,,
14643,14644,DR85881,肾上腺色腙片,0,DS21111,1,101,0,0,2015/7/30,14:54,gulingling,2284,片剂,1,1,SI458,1,0,肾上腺色腙片,shenshangxiansezongpian,,,,,,,,,,,,,,
14644,14645,DR85972,聚乙二醇电解质口服溶液,0,DS21619,3,301,0,0,2015/4/17,9:28,gulingling,240082,口服溶液剂,1,1,1,0,聚乙二醇电解质口服溶液,juyierchundianjiezhikoufurongye,,,,,,,,,,,,,,,
14645,14646,DR86062,远志酊,1,DS16807,3,311,0,0,2014/12/18,15:40,gulingling,144932,酊剂,1,1,SI8507,1,0,远志酊,yuanzhiding,,,,,,,,,,,,,,
14646,14647,DR89887,消渴丸,消渴丸,1,DS13170,4,401,0,1,2014/9/25,9:27,gutingting,7995,1,1,SI8527,1,0,消渴丸,xiaokewan,,,,,,,,,,,,,,
14647,14648,DR89923,疏风解毒胶囊,疏风解毒胶囊,1,DS12663,1,102,0,0,2014/9/25,13:27,beile,111954,1,1,SI8489,1,0,疏风解毒胶囊,shufengjiedujiaonang,,,,,,,,,,,,,,
14648,14649,DR90052,鳖甲消痔胶囊,贵州汉方,1,DS12942,1,102,0,0,2014/9/28,9:59,lujingjing,235579,1,1,SI8571,1,0,鳖甲消痔胶囊,biejiaxiaozhijiaonang,,,,,,,,,,,,,,
14649,14650,DR90095,西帕依麦孜彼子片,西帕依麦孜彼子片,1,DS19521,1,101,0,0,2014/9/28,16:35,gutingting,230428,1,1,SI8597,1,0,西帕依麦孜彼子片,xipayimaizibizipian,,,,,,,,,,,,,,
14650,14651,DR90236,猴头健胃灵片,猴头健胃灵片,1,DS12296,1,101,0,0,2014/10/8,15:20,yangruier,157508,1,1,SI8548,1,0,猴头健胃灵片,houtoujianweilingpian,,,,,,,,,,,,,,
14651,14652,DR90730,金钱通淋口服液,金钱通淋口服液,1,DS12860,3,306,0,0,2015/1/26,14:23,gutingting,152619,1,1,SI8564,1,0,金钱通淋口服液,jinqiantonglinkoufuye,,,,,,,,,,,,,,
14652,14653,DR90755,前列消胶囊,1,DS12885,1,102,0,0,2015/4/1,10:15,gutingting,224077,1,1,SI8564,1,0,前列消胶囊,qianliexiaojiaonang,,,,,,,,,,,,,,,
14653,14654,DR90772,舒泌通丸,舒泌通丸,1,DS12902,4,401,0,0,2014/11/20,15:24,gutingting,240642,1,1,SI8564,1,0,舒泌通丸,shumitongwan,,,,,,,,,,,,,,
14654,14655,DR87018,甲硝唑口颊片,迷尔脱,0,DS1216,1,10116,2,0,2015/1/26,17:03,gutingting,102190,片剂,1,1,SI703,1,0,甲硝唑口颊片,jiaxiaozuokoujiapian,,,,,,,,,,,,,
14655,14656,DR90086,拨云退翳丸,1,DS17588,4,403,0,0,2014/9/28,16:14,lujingjing,258828,1,1,SI8583,1,0,拨云退翳丸,boyuntuiyiwan,,,,,,,,,,,,,,,
14656,14657,DR90194,参鞭补肾合剂,1,DS17172,3,310,0,0,2014/10/8,11:24,lujingjing,213610,1,1,SI8524,1,0,参鞭补肾合剂,canbianbushenheji,,,,,,,,,,,,,,,
14657,14658,DR90263,参皇乳膏,哈药,1,DS19649,8,802,0,0,2014/10/9,9:55,lujingjing,112468,1,1,SI8596,1,0,参皇乳膏,canhuangrugao,,,,,,,,,,,,,,
14658,14659,DR90307,三七血伤宁散,1,DS12229,6,601,0,0,2014/12/11,15:38,gulingling,252361,1,1,SI8536,1,0,三七血伤宁散,sanqixueshangningsan,,,,,,,,,,,,,,,
14659,14660,DR90327,止血宝颗粒,止血宝颗粒,1,DS12251,5,501,0,0,2014/12/10,13:28,gutingting,139951,1,1,SI8536,1,0,止血宝颗粒,zhixuebaokeli,,,,,,,,,,,,,,
14660,14661,DR90337,紫珠止血液,紫珠止血液,1,DS12261,3,301,0,0,2016/8/12,13:42,liuyan,209092,1,1,SI8536,1,0,紫珠止血液,zizhuzhixueye,,,,,,,,,,,,,,
14661,14662,DR90389,快胃舒肝丸,快胃舒肝丸,1,DS12319,4,401,0,0,2014/11/19,14:53,gutingting,203084,1,1,SI8548,1,0,快胃舒肝丸,kuaiweishuganwan,,,,,,,,,,,,,,
14662,14663,DR99488,寒水石小灰散,库伦,1,DS13262,6,601,0,0,2014/12/25,14:03,lujingjing,219120,1,1,SI8551,1,0,寒水石小灰散,hanshuishixiaohuisan,,,,,,,,,,,,,,
14663,14664,DR99715,惠血生胶囊,通用善美,1,DS17314,1,102,0,0,2015/1/21,15:20,lujingjing,226604,1,1,SI8526,1,0,惠血生胶囊,huixueshengjiaonang,,,,,,,,,,,,,,
14664,14665,DR99987,精苓口服液,金港药业,1,DS18864,3,306,0,0,2015/1/30,15:19,lujingjing,238183,1,1,SI8522,1,0,精苓口服液,jinglingkoufuye,,,,,,,,,,,,,,
14665,14666,DR100814,注射用母牛分枝杆菌,微卡,0,DS22194,19,1913,0,0,2017/6/26,13:08,gusuli,2754,1,1,SI714,1,0,注射用母牛分枝杆菌,zhusheyongmuniufenzhiganjun,,,,,,,,,,,,,,
14666,14667,DR100377,龙凤宝胶囊,奇星,1,DS18257,1,102,0,0,2015/2/15,15:32,lujingjing,180211,1,1,SI8524,1,0,龙凤宝胶囊,longfengbaojiaonang,,,,,,,,,,,,,,
14667,14668,DR102110,拉米夫定口服溶液,贺普丁,0,DS1839,3,301,0,0,2017/3/3,6:55,liuyan,85522,1,1,SI721,1,0,拉米夫定口服溶液,lamifudingkoufurongye,,,,,,,,,,,,,,
14668,14669,DR93540,五桂温经片,1,DS15660,1,101,0,0,2015/3/31,13:27,gulingling,138485,1,1,SI8577,1,0,五桂温经片,wuguiwenjingpian,,,,,,,,,,,,,,,
14669,14670,DR91446,锁仙补肾口服液,1,DS18336,3,306,0,0,2015/4/7,13:52,gulingling,136989,1,1,SI8524,1,0,锁仙补肾口服液,suoxianbushenkoufuye,,,,,,,,,,,,,,,
14670,14671,DR102197,盐酸尼卡地平缓释微丸,0,DS2411,2,209,0,0,2016/10/9,14:33,shinimin,1,1,1,0,盐酸尼卡地平缓释微丸,yansuannikadipinghuanshiweiwan,,,,,,,,,,,,,,,,,
14671,14672,DR102530,复方仙灵脾酒,1,DS17235,34,3401,0,0,2017/3/8,14:02,sunmingquan,1,1,SI8524,1,0,复方仙灵脾酒,fufangxianlingpijiu,,,,,,,,,,,,,,,,
14672,14673,DR102537,复方珍珠暗疮片,1,DS19699,1,101,0,0,2017/5/10,14:38,zhengbingwei,1,1,SI8596,1,0,复方珍珠暗疮片,fufangzhenzhuanchuangpian,,,,,,,,,,,,,,,,
14673,14674,DR102544,复方止咳胶囊,1,DS17853,1,102,0,0,2017/5/10,14:39,shinimin,1,1,SI8508,1,0,复方止咳胶囊,fufangzhikejiaonang,,,,,,,,,,,,,,,,
14674,14675,DR102551,复方紫草气雾剂,1,DS19701,18,1802,0,0,2016/11/7,11:14,qiushengming,1,1,SI8596,1,0,复方紫草气雾剂,fufangzicaoqiwuji,,,,,,,,,,,,,,,,
14675,14676,DR98310,地丁三味汤散,1,DS12971,6,601,0,0,2014/11/7,14:22,lujingjing,248263,1,1,SI8544,1,0,地丁三味汤散,didingsanweitangsan,,,,,,,,,,,,,,,
14676,14677,DR98705,妇科止血灵片,百善,1,DS15677,1,101,0,0,2014/11/25,10:21,lujingjing,178084,1,1,SI8578,1,0,妇科止血灵片,fukezhixuelingpian,,,,,,,,,,,,,,
14677,14678,DR98810,复方大青叶颗粒,华北制药,1,DS14915,5,501,0,0,2014/11/28,10:54,lujingjing,146013,1,1,SI8497,1,0,复方大青叶颗粒,fufangdaqingyekeli,,,,,,,,,,,,,,
14678,14679,DR98965,复方骆驼蓬子软膏,希望制药,1,DS14120,8,802,0,0,2014/12/2,14:28,lujingjing,240572,1,1,SI8561,1,0,复方骆驼蓬子软膏,fufangluotuopengziruangao,,,,,,,,,,,,,,
14679,14680,DR99078,复方雪参胶囊,天安制药,1,DS14450,1,102,0,0,2014/12/4,16:13,lujingjing,185714,1,1,SI8563,1,0,复方雪参胶囊,fufangxuecanjiaonang,,,,,,,,,,,,,,
14680,14681,DR99264,感冒止咳片,吉林国药,1,DS17125,1,10104,0,0,2014/12/17,14:13,lujingjing,193855,1,1,SI8489,1,0,感冒止咳片,ganmaozhikepian,,,,,,,,,,,,,,
14681,14682,DR99477,寒喘祖帕颗粒,维吾尔,1,DS18668,5,501,0,0,2015/6/30,10:48,gulingling,208109,1,1,SI8597,1,0,寒喘祖帕颗粒,hanchuanzupakeli,,,,,,,,,,,,,,
14682,14683,DR99614,花藤子颗粒,苏中海欣,1,DS19715,5,501,0,0,2015/1/7,17:05,lujingjing,244403,1,1,SI8596,1,0,花藤子颗粒,huatengzikeli,,,,,,,,,,,,,,
14683,14684,DR97347,天王补心丸,天王补心丸,1,DS18687,4,401,0,0,2014/10/29,14:08,gutingting,252768,1,1,SI8530,1,0,天王补心丸,tianwangbuxinwan,,,,,,,,,,,,,,
14684,14685,DR97995,虫草清肺胶囊,1,DS17000,1,102,0,0,2014/10/23,11:10,lujingjing,214268,1,1,SI8509,1,0,虫草清肺胶囊,chongcaoqingfeijiaonang,,,,,,,,,,,,,,,
14685,14686,DR100041,菊明降压丸,恒昌隆药业,1,DS13895,4,407,0,1,2015/2/4,10:19,lujingjing,264397,1,1,SI8554,1,0,菊明降压丸,jumingjiangyawan,,,,,,,,,,,,,,
14686,14687,DR93200,天佛参口服液,1,DS15301,3,306,0,0,2015/4/1,14:15,gulingling,107782,1,1,SI8575,1,0,天佛参口服液,tianfocankoufuye,,,,,,,,,,,,,,,
14687,14688,DR93221,薏人口服液,1,DS15323,3,306,0,0,2015/2/9,16:46,gutingting,203218,1,1,SI8575,1,0,薏人口服液,yirenkoufuye,,,,,,,,,,,,,,,
14688,14689,DR99077,复方玄驹益气片,天诚药业,1,DS12013,1,10103,0,0,2014/12/4,16:08,lujingjing,263194,1,1,SI8527,1,0,复方玄驹益气片,fufangxuanjuyiqipian,,,,,,,,,,,,,,
14689,14690,DR97556,参鹿强身丸,1,DS17267,4,401,0,0,2014/10/9,15:56,lujingjing,130889,1,1,SI8526,1,0,参鹿强身丸,canluqiangshenwan,,,,,,,,,,,,,,,
14690,14691,DR98274,当归拈痛丸,1,DS13625,4,403,0,0,2014/11/6,16:01,lujingjing,211689,1,1,SI8560,1,0,当归拈痛丸,dangguiniantongwan,,,,,,,,,,,,,,,
14691,14692,DR98345,跌打扭伤灵酊,万寿堂,跌打扭伤灵酊,1,DS16160,10,1007,0,0,2017/4/6,16:05,liuyan,256867,1,1,SI8591,2017/4/6,16:05,1,0,跌打扭伤灵酊,diedaniushanglingding,,,,,,,,,,,
14692,14693,DR86042,克拉霉素颗粒,克拉霉素颗粒,0,DS1564,5,501,0,0,2014/11/20,16:07,zhoubin,218718,颗粒剂,1,1,SI693,1,0,克拉霉素颗粒,kelameisukeli,,,,,,,,,,,,,
14693,14694,DR99492,汉桃叶软胶囊,三力制药,1,DS13940,1,102,0,0,2014/12/25,14:16,lujingjing,142168,1,1,SI8558,1,0,汉桃叶软胶囊,hantaoyeruanjiaonang,,,,,,,,,,,,,,
14694,14695,DR99892,解热消炎胶囊,同仁堂,1,DS15408,1,102,0,0,2015/1/28,16:54,lujingjing,237340,1,1,SI8497,1,0,解热消炎胶囊,jierexiaoyanjiaonang,,,,,,,,,,,,,,
14695,14696,DR100036,桔梗冬花颗粒,科伦药业,1,DS17708,5,501,0,0,2015/2/4,9:20,lujingjing,231314,1,1,SI8499,1,0,桔梗冬花颗粒,jiegengdonghuakeli,,,,,,,,,,,,,,
14696,14697,DR100210,老鹳草膏,同仁堂,1,DS14145,31,3101,0,0,2015/2/9,15:47,lujingjing,176394,1,1,SI8561,1,0,老鹳草膏,laoguancaogao,,,,,,,,,,,,,,
14697,14698,DR97821,蚕茸柱天胶囊,1,DS17206,1,102,0,0,2014/10/14,10:33,lujingjing,84588,1,1,SI8524,1,0,蚕茸柱天胶囊,canrongzhutianjiaonang,,,,,,,,,,,,,,,
14698,14699,DR98150,大七厘胶囊,昂泰,1,DS16155,1,102,0,0,2014/10/30,14:56,lujingjing,207022,1,1,SI8591,1,0,大七厘胶囊,daqilijiaonang,,,,,,,,,,,,,,
14699,14700,DR91957,石杏痰咳片,1,DS16783,1,101,0,0,2015/3/31,10:13,gulingling,202851,1,1,SI8507,1,0,石杏痰咳片,shixingtankepian,,,,,,,,,,,,,,,
14700,14701,DR102132,替勃龙颗粒,0,DS3231,5,501,0,0,2016/9/21,15:23,shinimin,1,1,1,0,替勃龙颗粒,tibolongkeli,,,,,,,,,,,,,,,,,
14701,14702,DR103443,肌苷口服液,0,DS507,3,306,0,0,2018/1/23,14:05,shinimin,1,1,0,1,0,肌苷口服液,jigankoufuye,,,,,,,,,,,,,,,,
14702,14703,DR263,盐酸利多卡因注射液,0,DS23492,19,1902,3,0,2018/1/30,16:26,zhengbingwei,3914,324,注射液,1,1,SI483,1,0,盐酸利多卡因注射液,yansuanliduokayinzhusheye,,,,,,,,,,,,,
14703,14704,DR92579,双仁润肠口服液,双仁润肠口服液,1,DS17497,3,306,0,0,2014/11/11,13:09,gutingting,201428,1,1,SI8495,1,0,双仁润肠口服液,shuangrenrunchangkoufuye,,,,,,,,,,,,,,
14704,14705,DR97190,三十一味松石丸,1,DS19469,4,401,0,0,2015/2/27,11:00,gulingling,120254,1,1,SI8597,1,0,三十一味松石丸,sanshiyiweisongshiwan,,,,,,,,,,,,,,,
14705,14706,DR97215,十五味乳鹏丸,1,DS19494,4,401,0,0,2015/3/12,16:33,gulingling,211148,1,1,SI8597,1,0,十五味乳鹏丸,shiwuweirupengwan,,,,,,,,,,,,,,,
14706,14707,DR97247,月光宝鹏丸,1,DS19531,4,401,0,0,2015/2/12,14:21,gutingting,201773,1,1,SI8597,1,0,月光宝鹏丸,yueguangbaopengwan,,,,,,,,,,,,,,,
14707,14708,DR92942,沙参止咳汤散,1,DS17919,6,601,0,0,2015/2/6,10:32,gulingling,133702,1,1,SI8508,1,0,沙参止咳汤散,shacanzhiketangsan,,,,,,,,,,,,,,,
14708,14709,DR95396,生化丸,1,DS14271,4,401,0,0,2015/3/23,15:06,gulingling,145073,1,1,SI8577,1,0,生化丸,shenghuawan,,,,,,,,,,,,,,,
14709,14710,DR95414,通痹片,通痹片,1,DS14293,1,101,0,0,2014/10/24,15:19,gutingting,208401,1,1,SI8566,1,0,通痹片,tongbipian,,,,,,,,,,,,,,
14710,14711,DR95436,三九胃泰颗粒,1,DS14321,5,501,0,0,2015/4/1,14:47,gulingling,3227,1,1,SI8548,1,0,三九胃泰颗粒,sanjiuweitaikeli,,,,,,,,,,,,,,,
14711,14712,DR95465,紫雪胶囊,1,DS14362,1,102,0,0,2014/12/9,13:17,gulingling,208993,1,1,SI8512,1,0,紫雪胶囊,zixuejiaonang,,,,,,,,,,,,,,,
14712,14713,DR95500,祛风息痛丸,1,DS14406,4,401,0,0,2015/2/5,14:10,gutingting,163065,1,1,SI8558,1,0,祛风息痛丸,qufengxitongwan,,,,,,,,,,,,,,,
14713,14714,DR100060,康尔心胶囊,华太药业,1,DS11852,1,102,0,1,2015/2/4,16:42,lujingjing,131678,1,1,SI8541,1,0,康尔心胶囊,kangerxinjiaonang,,,,,,,,,,,,,,
14714,14715,DR3225,安坤颗粒,安坤颗粒,1,DS1810,5,501,0,0,2014/7/23,16:36,gulingling,91520,颗粒剂,1,1,SI8581,1,0,安坤颗粒,ankunkeli,,,,,,,,,,,,,
14715,14716,DR1491,盐酸阿罗洛尔片,阿尔马尔,0,DS1223,1,101,0,1,2016/1/12,10:55,huangmei,7341,938,片剂,1,1,SI533,1,0,盐酸阿罗洛尔片,yansuanaluoluoerpian,,,,,,,,,,,,
14716,14717,DR99024,复方伸筋胶囊,高原,1,DS13628,1,102,0,0,2014/12/3,15:41,lujingjing,171658,1,1,SI8560,1,0,复方伸筋胶囊,fufangshenjinjiaonang,,,,,,,,,,,,,,
14717,14718,DR100050,决明山绿茶,万寿堂药业,1,DS13896,47,4701,0,1,2015/2/4,15:41,lujingjing,196262,1,1,SI8554,1,0,决明山绿茶,juemingshanlu:cha,,,,,,,,,,,,,,
14718,14719,DR97003,人参茎叶皂苷胶囊,1,DS19069,1,102,0,0,2015/1/9,9:43,gutingting,168414,1,1,SI8517,1,0,人参茎叶皂苷胶囊,rencanjingyezaoganjiaonang,,,,,,,,,,,,,,,
14719,14720,DR100078,抗感解毒片,东新,1,DS16765,1,10104,0,0,2015/2/4,17:29,lujingjing,139877,1,1,SI8489,1,0,抗感解毒片,kangganjiedupian,,,,,,,,,,,,,,
14720,14721,DR96139,金珍滴眼液,1,DS15121,15,1502,0,0,2015/1/12,16:20,gutingting,188787,1,1,SI8583,1,0,金珍滴眼液,jinzhendiyanye,,,,,,,,,,,,,,,
14721,14722,DR97251,壮西六味丸,1,DS19535,4,401,0,0,2014/12/10,13:41,gulingling,84691,1,1,SI8597,1,0,壮西六味丸,zhuangxiliuweiwan,,,,,,,,,,,,,,,
14722,14723,DR95492,经舒胶囊,经舒胶囊,1,DS14398,1,102,0,0,2014/11/13,15:37,zhoubin,170926,1,1,SI8576,1,0,经舒胶囊,jingshujiaonang,,,,,,,,,,,,,,
14723,14724,DR102289,多替拉韦钠片,0,DS22987,1,101,0,0,2017/4/11,14:17,liuyan,271215,1,1,1,0,多替拉韦钠片,duotilaweinapian,,,,,,,,,,,,,,,,
14724,14725,DR102879,氨酚右敏口服溶液,0,DS23076,3,301,0,0,2016/11/28,16:17,shinimin,1,1,1,0,氨酚右敏口服溶液,anfenyouminkoufurongye,,,,,,,,,,,,,,,,,
14725,14726,DR102892,泊沙康唑口服混悬液,0,DS23090,3,302,0,0,2016/11/28,16:56,shinimin,1,1,1,0,泊沙康唑口服混悬液,boshakangzuokoufuhunxuanye,,,,,,,,,,,,,,,,,
14726,14727,DR102900,蟾乌凝胶膏,蟾乌凝胶膏,1,DS23098,9,902,0,0,2017/3/3,2:20,liuyan,213244,1,1,1,0,蟾乌凝胶膏,chanwuningjiaogao,,,,,,,,,,,,,,,
14727,14728,DR102908,单唾液酸四己糖神经节苷脂钠盐注射液,0,DS23485,19,1902,0,0,2018/1/30,15:40,shinimin,245697,1,1,SI879,1,0,单唾液酸四己糖神经节苷脂钠盐注射液,dantuoyesuansijitangshenjingjieganzhinayanzhusheye,,,,,,,,,,,,,,,
14728,14729,DR102920,冻干静注乙型肝炎人免疫球蛋白(pH4),0,DS22400,19,1913,0,0,2016/11/29,16:49,shinimin,1,1,1,0,冻干静注乙型肝炎人免疫球蛋白(ph4),dongganjingzhuyixingganyanrenmianyiqiudanbai(ph4),,,,,,,,,,,,,,,,,
14729,14730,DR102935,复方氨基酸注射液(18AA-Ⅸ),0,DS23558,19,1902,0,0,2018/3/13,11:35,shinimin,1,1,1,0,复方氨基酸注射液(18aa-9),fufanganjisuanzhusheye(18aa-9),,,,,,,,,,,,,,,,,
14730,14731,DR102944,西格列汀二甲双胍片(I),0,DS23136,1,101,0,0,2016/12/1,17:30,gulingling,1,1,1,0,西格列汀二甲双胍片(1),xigelietingerjiashuangguapian(1),,,,,,,,,,,,,,,,,
14731,14732,DR3732,单硝酸异山梨酯缓释胶囊（Ⅱ）,德瑞宁,0,DS3664,2,204,0,1,2014/9/12,15:24,yangruier,5472,缓释胶囊,1,1,SI490,1,0,单硝酸异山梨酯缓释胶囊(2),danxiaosuanyishanlizhihuanshijiaonang(2),,,,,,,,,,,,,
14732,14733,DR86694,枸橼酸铁铵维B1糖浆Ⅰ,0,DS21300,3,314,0,0,2015/2/6,10:52,gutingting,256474,糖浆剂,1,1,SI462,1,0,枸橼酸铁铵维b1糖浆1,gouyuansuantieanweib1tangjiang1,,,,,,,,,,,,,,
14733,14734,DR86695,枸橼酸铁铵维B1糖浆Ⅱ,0,DS21299,3,314,0,0,2015/2/6,10:37,gutingting,173828,糖浆剂,1,1,SI462,1,0,枸橼酸铁铵维b1糖浆2,gouyuansuantieanweib1tangjiang2,,,,,,,,,,,,,,
14734,14735,DR103185,复方磷酸可待因口服溶液(Ⅲ),0,DS22513,3,301,0,0,2016/12/20,15:40,zhengbingwei,1,1,SI939,1,0,复方磷酸可待因口服溶液(3),fufanglinsuankedaiyinkoufurongye(3),,,,,,,,,,,,,,,,
14735,14736,DR98268,当归流浸膏,1,DS14000,1,10105,0,0,2017/4/1,11:28,liuyan,246252,1,1,SI8576,2017/4/1,11:28,1,0,当归流浸膏,dangguiliujingao,,,,,,,,,,,,,
14736,14737,DR98590,风湿镇痛丸,乐仁堂,1,DS14229,4,407,0,0,2014/11/19,10:17,lujingjing,133593,1,1,SI8559,1,0,风湿镇痛丸,fengshizhentongwan,,,,,,,,,,,,,,
14737,14738,DR90782,血尿胶囊,1,DS12912,1,102,0,0,2015/3/6,14:31,gutingting,239378,1,1,SI8564,1,0,血尿胶囊,xueniaojiaonang,,,,,,,,,,,,,,,
14738,14739,DR90250,参桂养荣丸,1,DS12505,4,401,0,0,2014/10/8,17:00,lujingjing,213682,1,1,SI8531,1,0,参桂养荣丸,canguiyangrongwan,,,,,,,,,,,,,,,
